entrez_id	symbol_id	dependency_column	qc_pass
83638	C11orf68	C11orf68 (83638)	False
54494	C11orf71	C11orf71 (54494)	False
79703	C11orf80	C11orf80 (79703)	False
254439	C11orf86	C11orf86 (254439)	False
399947	C11orf87	C11orf87 (399947)	False
100131378	C11orf91	C11orf91 (100131378)	False
91298	C12orf29	C12orf29 (91298)	False
57102	C12orf4	C12orf4 (57102)	False
283461	C12orf40	C12orf40 (283461)	False
374470	C12orf42	C12orf42 (374470)	False
64897	C12orf43	C12orf43 (64897)	False
160419	C12orf50	C12orf50 (160419)	False
121273	C12orf54	C12orf54 (121273)	False
115749	C12orf56	C12orf56 (115749)	False
113246	C12orf57	C12orf57 (113246)	False
144608	C12orf60	C12orf60 (144608)	False
728858	C12orf71	C12orf71 (728858)	False
387882	C12orf75	C12orf75 (387882)	False
55017	C14orf119	C14orf119 (55017)	False
400258	C14orf180	C14orf180 (400258)	False
122525	C14orf28	C14orf28 (122525)	False
317761	C14orf39	C14orf39 (317761)	False
60686	C14orf93	C14orf93 (60686)	False
56905	C15orf39	C15orf39 (56905)	False
123207	C15orf40	C15orf40 (123207)	False
84419	C15orf48	C15orf48 (84419)	False
145853	C15orf61	C15orf61 (145853)	False
643338	C15orf62	C15orf62 (643338)	False
123775	C16orf46	C16orf46 (123775)	False
283897	C16orf54	C16orf54 (283897)	False
404550	C16orf74	C16orf74 (404550)	False
123970	C16orf78	C16orf78 (123970)	False
388284	C16orf86	C16orf86 (388284)	False
388272	C16orf87	C16orf87 (388272)	False
146556	C16orf89	C16orf89 (146556)	False
646174	C16orf90	C16orf90 (646174)	False
146378	C16orf92	C16orf92 (146378)	False
100506581	C16orf95	C16orf95 (100506581)	False
342346	C16orf96	C16orf96 (342346)	False
100130311	C17orf107	C17orf107 (100130311)	False
124944	C17orf49	C17orf49 (124944)	False
146853	C17orf50	C17orf50 (146853)	False
284018	C17orf58	C17orf58 (284018)	True
339210	C17orf67	C17orf67 (339210)	False
64149	C17orf75	C17orf75 (64149)	False
284099	C17orf78	C17orf78 (284099)	False
55028	C17orf80	C17orf80 (55028)	False
400566	C17orf97	C17orf97 (400566)	False
388381	C17orf98	C17orf98 (388381)	False
100141515	C17orf99	C17orf99 (100141515)	False
83608	C18orf21	C18orf21 (83608)	True
147339	C18orf25	C18orf25 (147339)	False
497661	C18orf32	C18orf32 (497661)	False
162681	C18orf54	C18orf54 (162681)	False
644041	C18orf63	C18orf63 (644041)	False
83636	C19orf12	C19orf12 (83636)	False
147685	C19orf18	C19orf18 (147685)	False
148223	C19orf25	C19orf25 (148223)	True
64073	C19orf33	C19orf33 (64073)	False
255809	C19orf38	C19orf38 (255809)	False
84167	C19orf44	C19orf44 (84167)	False
126526	C19orf47	C19orf47 (126526)	False
28974	C19orf53	C19orf53 (28974)	True
646457	C19orf67	C19orf67 (646457)	False
55150	C19orf73	C19orf73 (55150)	False
342918	C19orf81	C19orf81 (342918)	False
147646	C19orf84	C19orf84 (147646)	False
10438	C1D	C1D (10438)	True
56913	C1GALT1	C1GALT1 (56913)	False
29071	C1GALT1C1	C1GALT1C1 (29071)	False
712	C1QA	C1QA (712)	False
713	C1QB	C1QB (713)	False
708	C1QBP	C1QBP (708)	True
714	C1QC	C1QC (714)	False
10882	C1QL1	C1QL1 (10882)	False
165257	C1QL2	C1QL2 (165257)	False
389941	C1QL3	C1QL3 (389941)	False
338761	C1QL4	C1QL4 (338761)	False
114897	C1QTNF1	C1QTNF1 (114897)	False
388581	C1QTNF12	C1QTNF12 (388581)	False
114898	C1QTNF2	C1QTNF2 (114898)	False
114899	C1QTNF3	C1QTNF3 (114899)	False
114900	C1QTNF4	C1QTNF4 (114900)	False
114902	C1QTNF5	C1QTNF5 (114902)	False
114904	C1QTNF6	C1QTNF6 (114904)	False
114905	C1QTNF7	C1QTNF7 (114905)	False
390664	C1QTNF8	C1QTNF8 (390664)	False
338872	C1QTNF9	C1QTNF9 (338872)	False
387911	C1QTNF9B	C1QTNF9B (387911)	False
51279	C1RL	C1RL (51279)	False
716	C1S	C1S (716)	False
200159	C1orf100	C1orf100 (200159)	False
92346	C1orf105	C1orf105 (92346)	False
54955	C1orf109	C1orf109 (54955)	False
55732	C1orf112	C1orf112 (55732)	False
79762	C1orf115	C1orf115 (79762)	False
79098	C1orf116	C1orf116 (79098)	False
127687	C1orf122	C1orf122 (127687)	False
148345	C1orf127	C1orf127 (148345)	False
128061	C1orf131	C1orf131 (128061)	False
400757	C1orf141	C1orf141 (400757)	False
388649	C1orf146	C1orf146 (388649)	False
54991	C1orf159	C1orf159 (54991)	False
128346	C1orf162	C1orf162 (128346)	False
339448	C1orf174	C1orf174 (339448)	False
284546	C1orf185	C1orf185 (284546)	False
84886	C1orf198	C1orf198 (84886)	False
81563	C1orf21	C1orf21 (81563)	False
149466	C1orf210	C1orf210 (149466)	False
127703	C1orf216	C1orf216 (127703)	False
400793	C1orf226	C1orf226 (400793)	False
79169	C1orf35	C1orf35 (79169)	False
25912	C1orf43	C1orf43 (25912)	False
79078	C1orf50	C1orf50 (79078)	False
148423	C1orf52	C1orf52 (148423)	False
388722	C1orf53	C1orf53 (388722)	False
79630	C1orf54	C1orf54 (79630)	False
54964	C1orf56	C1orf56 (54964)	False
100129271	C1orf68	C1orf68 (100129271)	False
148304	C1orf74	C1orf74 (148304)	False
127795	C1orf87	C1orf87 (127795)	False
84970	C1orf94	C1orf94 (84970)	False
717	C2	C2 (717)	False
128653	C20orf141	C20orf141 (128653)	False
128864	C20orf144	C20orf144 (128864)	False
140873	C20orf173	C20orf173 (140873)	False
400831	C20orf202	C20orf202 (400831)	False
54976	C20orf27	C20orf27 (54976)	False
128602	C20orf85	C20orf85 (128602)	False
140680	C20orf96	C20orf96 (140680)	False
101928147	C21orf140	C21orf140 (101928147)	False
54058	C21orf58	C21orf58 (54058)	False
56245	C21orf62	C21orf62 (56245)	False
54149	C21orf91	C21orf91 (54149)	False
150248	C22orf15	C22orf15 (150248)	False
84645	C22orf23	C22orf23 (84645)	False
25770	C22orf31	C22orf31 (25770)	False
128977	C22orf39	C22orf39 (128977)	False
150297	C22orf42	C22orf42 (150297)	False
25966	C2CD2	C2CD2 (25966)	False
9854	C2CD2L	C2CD2L (9854)	False
26005	C2CD3	C2CD3 (26005)	False
145741	C2CD4A	C2CD4A (145741)	False
388125	C2CD4B	C2CD4B (388125)	False
126567	C2CD4C	C2CD4C (126567)	False
100191040	C2CD4D	C2CD4D (100191040)	False
9847	C2CD5	C2CD5 (9847)	False
151254	C2CD6	C2CD6 (151254)	False
150590	C2orf15	C2orf15 (150590)	False
54980	C2orf42	C2orf42 (54980)	False
79074	C2orf49	C2orf49 (79074)	False
130813	C2orf50	C2orf50 (130813)	False
401027	C2orf66	C2orf66 (401027)	False
388969	C2orf68	C2orf68 (388969)	False
205327	C2orf69	C2orf69 (205327)	False
257407	C2orf72	C2orf72 (257407)	False
129852	C2orf73	C2orf73 (129852)	False
130355	C2orf76	C2orf76 (130355)	False
388960	C2orf78	C2orf78 (388960)	False
389073	C2orf80	C2orf80 (389073)	False
84281	C2orf88	C2orf88 (84281)	False
718	C3	C3 (718)	False
719	C3AR1	C3AR1 (719)	False
57415	C3orf14	C3orf14 (57415)	False
51161	C3orf18	C3orf18 (51161)	False
84077	C3orf20	C3orf20 (84077)	False
152065	C3orf22	C3orf22 (152065)	False
285315	C3orf33	C3orf33 (285315)	False
285237	C3orf38	C3orf38 (285237)	False
79669	C3orf52	C3orf52 (79669)	False
375341	C3orf62	C3orf62 (375341)	False
285382	C3orf70	C3orf70 (285382)	False
401097	C3orf80	C3orf80 (401097)	False
646498	C3orf84	C3orf84 (646498)	False
721	C4B	C4B (721)	False
722	C4BPA	C4BPA (722)	False
725	C4BPB	C4BPB (725)	False
84103	C4orf17	C4orf17 (84103)	False
55286	C4orf19	C4orf19 (55286)	False
401152	C4orf3	C4orf3 (401152)	False
132321	C4orf33	C4orf33 (132321)	False
132989	C4orf36	C4orf36 (132989)	False
152940	C4orf45	C4orf45 (152940)	False
201725	C4orf46	C4orf46 (201725)	False
441054	C4orf47	C4orf47 (441054)	False
401115	C4orf48	C4orf48 (401115)	False
646603	C4orf51	C4orf51 (646603)	False
727	C5	C5 (727)	False
728	C5AR1	C5AR1 (728)	False
27202	C5AR2	C5AR2 (27202)	False
56951	C5orf15	C5orf15 (56951)	False
55322	C5orf22	C5orf22 (55322)	False
134553	C5orf24	C5orf24 (134553)	False
375444	C5orf34	C5orf34 (375444)	False
389336	C5orf46	C5orf46 (389336)	False
133491	C5orf47	C5orf47 (133491)	False
100190949	C5orf52	C5orf52 (100190949)	False
133874	C5orf58	C5orf58 (133874)	False
401207	C5orf63	C5orf63 (401207)	False
729	C6	C6 (729)	False
168090	C6orf118	C6orf118 (168090)	False
387263	C6orf120	C6orf120 (387263)	False
647024	C6orf132	C6orf132 (647024)	False
221545	C6orf136	C6orf136 (221545)	True
135398	C6orf141	C6orf141 (135398)	False
29113	C6orf15	C6orf15 (29113)	False
206412	C6orf163	C6orf163 (206412)	False
441150	C6orf226	C6orf226 (441150)	False
57827	C6orf47	C6orf47 (57827)	False
347744	C6orf52	C6orf52 (347744)	False
352999	C6orf58	C6orf58 (352999)	False
81688	C6orf62	C6orf62 (81688)	False
221477	C6orf89	C6orf89 (221477)	False
730	C7	C7 (730)	False
79020	C7orf25	C7orf25 (79020)	False
136895	C7orf31	C7orf31 (136895)	False
202865	C7orf33	C7orf33 (202865)	False
84310	C7orf50	C7orf50 (84310)	True
136288	C7orf57	C7orf57 (136288)	False
731	C8A	C8A (731)	False
732	C8B	C8B (732)	False
733	C8G	C8G (733)	False
65265	C8orf33	C8orf33 (65265)	True
116328	C8orf34	C8orf34 (116328)	False
157773	C8orf48	C8orf48 (157773)	False
541565	C8orf58	C8orf58 (541565)	False
203076	C8orf74	C8orf74 (203076)	False
84933	C8orf76	C8orf76 (84933)	False
414919	C8orf82	C8orf82 (414919)	False
100127983	C8orf88	C8orf88 (100127983)	False
735	C9	C9 (735)	False
138724	C9orf131	C9orf131 (138724)	False
401546	C9orf152	C9orf152 (401546)	False
389766	C9orf153	C9orf153 (389766)	False
84688	C9orf24	C9orf24 (84688)	False
55071	C9orf40	C9orf40 (55071)	False
257169	C9orf43	C9orf43 (257169)	False
375759	C9orf50	C9orf50 (375759)	False
138240	C9orf57	C9orf57 (138240)	False
84267	C9orf64	C9orf64 (84267)	False
203228	C9orf72	C9orf72 (203228)	False
51759	C9orf78	C9orf78 (51759)	False
138241	C9orf85	C9orf85 (138241)	False
759	CA1	CA1 (759)	False
56934	CA10	CA10 (56934)	False
770	CA11	CA11 (770)	False
771	CA12	CA12 (771)	False
377677	CA13	CA13 (377677)	False
23632	CA14	CA14 (23632)	False
760	CA2	CA2 (760)	False
761	CA3	CA3 (761)	False
762	CA4	CA4 (762)	False
763	CA5A	CA5A (763)	False
11238	CA5B	CA5B (11238)	False
765	CA6	CA6 (765)	False
766	CA7	CA7 (766)	False
767	CA8	CA8 (767)	False
768	CA9	CA9 (768)	False
79886	CAAP1	CAAP1 (79886)	False
51719	CAB39	CAB39 (51719)	True
81617	CAB39L	CAB39L (81617)	False
219621	CABCOCO1	CABCOCO1 (219621)	False
23523	CABIN1	CABIN1 (23523)	True
91768	CABLES1	CABLES1 (91768)	False
81928	CABLES2	CABLES2 (81928)	False
9478	CABP1	CABP1 (9478)	False
51475	CABP2	CABP2 (51475)	False
57010	CABP4	CABP4 (57010)	False
56344	CABP5	CABP5 (56344)	False
164633	CABP7	CABP7 (164633)	False
85438	CABS1	CABS1 (85438)	False
26256	CABYR	CABYR (26256)	False
11094	CACFD1	CACFD1 (11094)	False
57685	CACHD1	CACHD1 (57685)	False
773	CACNA1A	CACNA1A (773)	False
774	CACNA1B	CACNA1B (774)	False
775	CACNA1C	CACNA1C (775)	False
776	CACNA1D	CACNA1D (776)	False
777	CACNA1E	CACNA1E (777)	False
778	CACNA1F	CACNA1F (778)	False
8913	CACNA1G	CACNA1G (8913)	False
8912	CACNA1H	CACNA1H (8912)	False
8911	CACNA1I	CACNA1I (8911)	False
779	CACNA1S	CACNA1S (779)	False
781	CACNA2D1	CACNA2D1 (781)	False
9254	CACNA2D2	CACNA2D2 (9254)	False
55799	CACNA2D3	CACNA2D3 (55799)	False
93589	CACNA2D4	CACNA2D4 (93589)	False
782	CACNB1	CACNB1 (782)	False
783	CACNB2	CACNB2 (783)	False
784	CACNB3	CACNB3 (784)	False
785	CACNB4	CACNB4 (785)	False
786	CACNG1	CACNG1 (786)	False
10369	CACNG2	CACNG2 (10369)	False
10368	CACNG3	CACNG3 (10368)	False
27092	CACNG4	CACNG4 (27092)	False
27091	CACNG5	CACNG5 (27091)	False
59285	CACNG6	CACNG6 (59285)	False
59284	CACNG7	CACNG7 (59284)	False
59283	CACNG8	CACNG8 (59283)	False
58509	CACTIN	CACTIN (58509)	True
143384	CACUL1	CACUL1 (143384)	False
27101	CACYBP	CACYBP (27101)	False
790	CAD	CAD (790)	True
23705	CADM1	CADM1 (23705)	False
253559	CADM2	CADM2 (253559)	False
57863	CADM3	CADM3 (57863)	False
199731	CADM4	CADM4 (199731)	False
8618	CADPS	CADPS (8618)	False
93664	CADPS2	CADPS2 (93664)	False
285782	CAGE1	CAGE1 (285782)	False
793	CALB1	CALB1 (793)	False
794	CALB2	CALB2 (794)	False
796	CALCA	CALCA (796)	False
797	CALCB	CALCB (797)	False
57658	CALCOCO1	CALCOCO1 (57658)	False
10241	CALCOCO2	CALCOCO2 (10241)	False
799	CALCR	CALCR (799)	False
10203	CALCRL	CALCRL (10203)	False
800	CALD1	CALD1 (800)	False
255022	CALHM1	CALHM1 (255022)	False
51063	CALHM2	CALHM2 (51063)	False
119395	CALHM3	CALHM3 (119395)	False
221301	CALHM4	CALHM4 (221301)	False
254228	CALHM5	CALHM5 (254228)	False
441168	CALHM6	CALHM6 (441168)	False
801	CALM1	CALM1 (801)	False
805	CALM2	CALM2 (805)	True
808	CALM3	CALM3 (808)	False
810	CALML3	CALML3 (810)	False
91860	CALML4	CALML4 (91860)	False
51806	CALML5	CALML5 (51806)	False
163688	CALML6	CALML6 (163688)	False
83698	CALN1	CALN1 (83698)	False
811	CALR	CALR (811)	False
125972	CALR3	CALR3 (125972)	False
813	CALU	CALU (813)	False
50632	CALY	CALY (50632)	False
8536	CAMK1	CAMK1 (8536)	False
57118	CAMK1D	CAMK1D (57118)	False
57172	CAMK1G	CAMK1G (57172)	False
815	CAMK2A	CAMK2A (815)	False
816	CAMK2B	CAMK2B (816)	False
817	CAMK2D	CAMK2D (817)	False
818	CAMK2G	CAMK2G (818)	False
55450	CAMK2N1	CAMK2N1 (55450)	False
94032	CAMK2N2	CAMK2N2 (94032)	False
814	CAMK4	CAMK4 (814)	False
84254	CAMKK1	CAMKK1 (84254)	False
10645	CAMKK2	CAMKK2 (10645)	False
79823	CAMKMT	CAMKMT (79823)	False
79012	CAMKV	CAMKV (79012)	False
819	CAMLG	CAMLG (819)	True
820	CAMP	CAMP (820)	False
157922	CAMSAP1	CAMSAP1 (157922)	False
23271	CAMSAP2	CAMSAP2 (23271)	False
57662	CAMSAP3	CAMSAP3 (57662)	False
23261	CAMTA1	CAMTA1 (23261)	False
23125	CAMTA2	CAMTA2 (23125)	False
55832	CAND1	CAND1 (55832)	True
23066	CAND2	CAND2 (23066)	False
124583	CANT1	CANT1 (124583)	False
821	CANX	CANX (821)	False
10487	CAP1	CAP1 (10487)	True
10486	CAP2	CAP2 (10486)	False
822	CAPG	CAPG (822)	False
823	CAPN1	CAPN1 (823)	False
11132	CAPN10	CAPN10 (11132)	False
11131	CAPN11	CAPN11 (11131)	False
147968	CAPN12	CAPN12 (147968)	False
92291	CAPN13	CAPN13 (92291)	False
440854	CAPN14	CAPN14 (440854)	False
6650	CAPN15	CAPN15 (6650)	False
824	CAPN2	CAPN2 (824)	False
825	CAPN3	CAPN3 (825)	False
726	CAPN5	CAPN5 (726)	False
827	CAPN6	CAPN6 (827)	False
23473	CAPN7	CAPN7 (23473)	False
10753	CAPN9	CAPN9 (10753)	False
826	CAPNS1	CAPNS1 (826)	False
84290	CAPNS2	CAPNS2 (84290)	False
4076	CAPRIN1	CAPRIN1 (4076)	True
65981	CAPRIN2	CAPRIN2 (65981)	False
828	CAPS	CAPS (828)	False
84698	CAPS2	CAPS2 (84698)	False
133690	CAPSL	CAPSL (133690)	False
829	CAPZA1	CAPZA1 (829)	False
830	CAPZA2	CAPZA2 (830)	False
93661	CAPZA3	CAPZA3 (93661)	False
832	CAPZB	CAPZB (832)	True
29775	CARD10	CARD10 (29775)	True
84433	CARD11	CARD11 (84433)	False
79092	CARD14	CARD14 (79092)	False
114769	CARD16	CARD16 (114769)	False
59082	CARD18	CARD18 (59082)	False
84270	CARD19	CARD19 (84270)	False
84674	CARD6	CARD6 (84674)	False
22900	CARD8	CARD8 (22900)	False
64170	CARD9	CARD9 (64170)	False
79800	CARF	CARF (79800)	False
23589	CARHSP1	CARHSP1 (23589)	False
10498	CARM1	CARM1 (10498)	False
55604	CARMIL1	CARMIL1 (55604)	False
146206	CARMIL2	CARMIL2 (146206)	False
90668	CARMIL3	CARMIL3 (90668)	False
138199	CARNMT1	CARNMT1 (138199)	False
57571	CARNS1	CARNS1 (57571)	False
833	CARS1	CARS1 (833)	True
79587	CARS2	CARS2 (79587)	True
9607	CARTPT	CARTPT (9607)	False
22794	CASC3	CASC3 (22794)	False
64921	CASD1	CASD1 (64921)	False
8573	CASK	CASK (8573)	False
57524	CASKIN1	CASKIN1 (57524)	False
57513	CASKIN2	CASKIN2 (57513)	False
834	CASP1	CASP1 (834)	False
843	CASP10	CASP10 (843)	False
23581	CASP14	CASP14 (23581)	False
835	CASP2	CASP2 (835)	False
836	CASP3	CASP3 (836)	False
837	CASP4	CASP4 (837)	False
838	CASP5	CASP5 (838)	False
839	CASP6	CASP6 (839)	False
840	CASP7	CASP7 (840)	False
841	CASP8	CASP8 (841)	True
842	CASP9	CASP9 (842)	False
844	CASQ1	CASQ1 (844)	False
845	CASQ2	CASQ2 (845)	False
846	CASR	CASR (846)	False
57091	CASS4	CASS4 (57091)	False
831	CAST	CAST (831)	False
652968	CASTOR1	CASTOR1 (652968)	False
729438	CASTOR2	CASTOR2 (729438)	False
54897	CASZ1	CASZ1 (54897)	False
847	CAT	CAT (847)	False
375307	CATIP	CATIP (375307)	False
117144	CATSPER1	CATSPER1 (117144)	False
117155	CATSPER2	CATSPER2 (117155)	False
347732	CATSPER3	CATSPER3 (347732)	False
378807	CATSPER4	CATSPER4 (378807)	False
79820	CATSPERB	CATSPERB (79820)	False
257062	CATSPERD	CATSPERD (257062)	False
257044	CATSPERE	CATSPERE (257044)	False
57828	CATSPERG	CATSPERG (57828)	False
857	CAV1	CAV1 (857)	False
858	CAV2	CAV2 (858)	False
859	CAV3	CAV3 (859)	False
284119	CAVIN1	CAVIN1 (284119)	False
8436	CAVIN2	CAVIN2 (8436)	False
112464	CAVIN3	CAVIN3 (112464)	False
347273	CAVIN4	CAVIN4 (347273)	False
255057	CBARP	CBARP (255057)	False
9139	CBFA2T2	CBFA2T2 (9139)	False
863	CBFA2T3	CBFA2T3 (863)	False
865	CBFB	CBFB (865)	True
867	CBL	CBL (867)	False
868	CBLB	CBLB (868)	False
23624	CBLC	CBLC (23624)	False
2694	CBLIF	CBLIF (2694)	False
79872	CBLL1	CBLL1 (79872)	True
158506	CBLL2	CBLL2 (158506)	False
869	CBLN1	CBLN1 (869)	False
147381	CBLN2	CBLN2 (147381)	False
643866	CBLN3	CBLN3 (643866)	False
140689	CBLN4	CBLN4 (140689)	False
873	CBR1	CBR1 (873)	False
874	CBR3	CBR3 (874)	False
84869	CBR4	CBR4 (84869)	False
875	CBS	CBS (875)	False
10951	CBX1	CBX1 (10951)	False
84733	CBX2	CBX2 (84733)	False
11335	CBX3	CBX3 (11335)	False
8535	CBX4	CBX4 (8535)	False
23468	CBX5	CBX5 (23468)	False
23466	CBX6	CBX6 (23466)	False
23492	CBX7	CBX7 (23492)	False
57332	CBX8	CBX8 (57332)	False
25776	CBY1	CBY1 (25776)	False
220082	CBY2	CBY2 (220082)	False
646019	CBY3	CBY3 (646019)	False
54862	CC2D1A	CC2D1A (54862)	False
200014	CC2D1B	CC2D1B (200014)	False
57545	CC2D2A	CC2D2A (57545)	False
387707	CC2D2B	CC2D2B (387707)	False
55749	CCAR1	CCAR1 (55749)	True
57805	CCAR2	CCAR2 (57805)	False
147372	CCBE1	CCBE1 (147372)	False
92922	CCDC102A	CCDC102A (92922)	False
79839	CCDC102B	CCDC102B (79839)	False
388389	CCDC103	CCDC103 (388389)	False
126402	CCDC105	CCDC105 (126402)	False
29903	CCDC106	CCDC106 (29903)	False
203260	CCDC107	CCDC107 (203260)	False
256309	CCDC110	CCDC110 (256309)	False
153733	CCDC112	CCDC112 (153733)	False
29070	CCDC113	CCDC113 (29070)	False
84317	CCDC115	CCDC115 (84317)	True
164592	CCDC116	CCDC116 (164592)	False
150275	CCDC117	CCDC117 (150275)	False
151903	CCDC12	CCDC12 (151903)	True
90060	CCDC120	CCDC120 (90060)	False
79635	CCDC121	CCDC121 (79635)	False
160857	CCDC122	CCDC122 (160857)	False
115098	CCDC124	CCDC124 (115098)	False
202243	CCDC125	CCDC125 (202243)	False
90693	CCDC126	CCDC126 (90693)	False
133957	CCDC127	CCDC127 (133957)	False
152206	CCDC13	CCDC13 (152206)	False
79879	CCDC134	CCDC134 (79879)	False
64753	CCDC136	CCDC136 (64753)	False
339230	CCDC137	CCDC137 (339230)	False
165055	CCDC138	CCDC138 (165055)	False
64770	CCDC14	CCDC14 (64770)	False
84865	CCDC142	CCDC142 (84865)	False
9720	CCDC144A	CCDC144A (9720)	True
57639	CCDC146	CCDC146 (57639)	False
130940	CCDC148	CCDC148 (130940)	False
91050	CCDC149	CCDC149 (91050)	False
80071	CCDC15	CCDC15 (80071)	False
284992	CCDC150	CCDC150 (284992)	False
100129792	CCDC152	CCDC152 (100129792)	False
283152	CCDC153	CCDC153 (283152)	False
550631	CCDC157	CCDC157 (550631)	False
339965	CCDC158	CCDC158 (339965)	False
126075	CCDC159	CCDC159 (126075)	False
347475	CCDC160	CCDC160 (347475)	False
100130274	CCDC166	CCDC166 (100130274)	False
154467	CCDC167	CCDC167 (154467)	False
728591	CCDC169	CCDC169 (728591)	False
149483	CCDC17	CCDC17 (149483)	False
80129	CCDC170	CCDC170 (80129)	False
203238	CCDC171	CCDC171 (203238)	False
374355	CCDC172	CCDC172 (374355)	False
51244	CCDC174	CCDC174 (51244)	True
729665	CCDC175	CCDC175 (729665)	False
56936	CCDC177	CCDC177 (56936)	False
374864	CCDC178	CCDC178 (374864)	False
100500938	CCDC179	CCDC179 (100500938)	False
100499483	CCDC180	CCDC180 (100499483)	False
57821	CCDC181	CCDC181 (57821)	False
101927581	CCDC182	CCDC182 (101927581)	False
84960	CCDC183	CCDC183 (84960)	False
387856	CCDC184	CCDC184 (387856)	False
164127	CCDC185	CCDC185 (164127)	False
55088	CCDC186	CCDC186 (55088)	False
339512	CCDC190	CCDC190 (339512)	False
57577	CCDC191	CCDC191 (57577)	False
55195	CCDC198	CCDC198 (55195)	False
28952	CCDC22	CCDC22 (28952)	False
149473	CCDC24	CCDC24 (149473)	False
55246	CCDC25	CCDC25 (55246)	False
148870	CCDC27	CCDC27 (148870)	False
25901	CCDC28A	CCDC28A (25901)	False
79140	CCDC28B	CCDC28B (79140)	False
83643	CCDC3	CCDC3 (83643)	False
728621	CCDC30	CCDC30 (728621)	False
90416	CCDC32	CCDC32 (90416)	True
80125	CCDC33	CCDC33 (80125)	False
91057	CCDC34	CCDC34 (91057)	False
120935	CCDC38	CCDC38 (120935)	False
339829	CCDC39	CCDC39 (339829)	False
55036	CCDC40	CCDC40 (55036)	False
146849	CCDC42	CCDC42 (146849)	False
124808	CCDC43	CCDC43 (124808)	False
57003	CCDC47	CCDC47 (57003)	False
152137	CCDC50	CCDC50 (152137)	False
79714	CCDC51	CCDC51 (79714)	True
84692	CCDC54	CCDC54 (84692)	False
29080	CCDC59	CCDC59 (29080)	True
8030	CCDC6	CCDC6 (8030)	True
160777	CCDC60	CCDC60 (160777)	False
729440	CCDC61	CCDC61 (729440)	False
84660	CCDC62	CCDC62 (84660)	False
160762	CCDC63	CCDC63 (160762)	False
85478	CCDC65	CCDC65 (85478)	False
285331	CCDC66	CCDC66 (285331)	False
80323	CCDC68	CCDC68 (80323)	False
26112	CCDC69	CCDC69 (26112)	False
79741	CCDC7	CCDC7 (79741)	False
83446	CCDC70	CCDC70 (83446)	False
64925	CCDC71	CCDC71 (64925)	False
168455	CCDC71L	CCDC71L (168455)	False
493860	CCDC73	CCDC73 (493860)	False
90557	CCDC74A	CCDC74A (90557)	False
91409	CCDC74B	CCDC74B (91409)	False
84318	CCDC77	CCDC77 (84318)	True
124093	CCDC78	CCDC78 (124093)	False
83987	CCDC8	CCDC8 (83987)	False
151887	CCDC80	CCDC80 (151887)	False
60494	CCDC81	CCDC81 (60494)	False
79780	CCDC82	CCDC82 (79780)	False
220047	CCDC83	CCDC83 (220047)	False
114800	CCDC85A	CCDC85A (114800)	False
11007	CCDC85B	CCDC85B (11007)	False
317762	CCDC85C	CCDC85C (317762)	False
79080	CCDC86	CCDC86 (79080)	True
55231	CCDC87	CCDC87 (55231)	False
55704	CCDC88A	CCDC88A (55704)	False
283234	CCDC88B	CCDC88B (283234)	False
440193	CCDC88C	CCDC88C (440193)	False
220388	CCDC89	CCDC89 (220388)	False
26093	CCDC9	CCDC9 (26093)	False
60492	CCDC90B	CCDC90B (60492)	False
55297	CCDC91	CCDC91 (55297)	False
80212	CCDC92	CCDC92 (80212)	False
54520	CCDC93	CCDC93 (54520)	False
257236	CCDC96	CCDC96 (257236)	False
90324	CCDC97	CCDC97 (90324)	False
388115	CCDC9B	CCDC9B (388115)	False
196477	CCER1	CCER1 (196477)	False
643669	CCER2	CCER2 (643669)	False
54535	CCHCR1	CCHCR1 (54535)	False
881	CCIN	CCIN (881)	False
885	CCK	CCK (885)	False
886	CCKAR	CCKAR (886)	False
887	CCKBR	CCKBR (887)	False
6346	CCL1	CCL1 (6346)	False
6356	CCL11	CCL11 (6356)	False
6357	CCL13	CCL13 (6357)	False
6358	CCL14	CCL14 (6358)	False
6359	CCL15	CCL15 (6359)	False
6360	CCL16	CCL16 (6360)	False
6361	CCL17	CCL17 (6361)	False
6362	CCL18	CCL18 (6362)	False
6363	CCL19	CCL19 (6363)	False
6347	CCL2	CCL2 (6347)	False
6364	CCL20	CCL20 (6364)	False
6366	CCL21	CCL21 (6366)	False
6367	CCL22	CCL22 (6367)	False
6368	CCL23	CCL23 (6368)	False
6369	CCL24	CCL24 (6369)	False
6370	CCL25	CCL25 (6370)	False
10344	CCL26	CCL26 (10344)	False
10850	CCL27	CCL27 (10850)	False
56477	CCL28	CCL28 (56477)	False
6348	CCL3	CCL3 (6348)	False
414062	CCL3L3	CCL3L3 (414062)	False
6351	CCL4	CCL4 (6351)	False
6352	CCL5	CCL5 (6352)	False
6354	CCL7	CCL7 (6354)	False
6355	CCL8	CCL8 (6355)	False
83605	CCM2	CCM2 (83605)	True
140706	CCM2L	CCM2L (140706)	False
3491	CCN1	CCN1 (3491)	False
1490	CCN2	CCN2 (1490)	False
4856	CCN3	CCN3 (4856)	False
8840	CCN4	CCN4 (8840)	False
8839	CCN5	CCN5 (8839)	False
8838	CCN6	CCN6 (8838)	False
8900	CCNA1	CCNA1 (8900)	False
890	CCNA2	CCNA2 (890)	True
891	CCNB1	CCNB1 (891)	True
57820	CCNB1IP1	CCNB1IP1 (57820)	False
9133	CCNB2	CCNB2 (9133)	False
