0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0.07416323,0.025829017,0.01979345,0.03579201,-0.045559537,-0.034736928,-0.03991122,-0.04116168,0.012175222,0.0022464904,-0.03896079,0.10830672,-0.0010090382,-0.00671298,0.07847914,-0.045080032,-5.8990707e-05,0.05842662,-0.03403486,-0.00022081616,-0.032847587,0.02615238,-0.0048998855,0.03660831,0.0070203296,0.057207137,-0.104833685,0.1144596,-0.021866778,-0.024243923,0.088445015,0.031189814,-0.03935024,0.059303235,-0.01926497,-0.0048189936,-0.024492178,-0.042787317,0.022870202,-0.094400585,0.021366257,0.064798266,-0.0022716701,-0.07193092,0.10687765,0.033317957,0.10184173,0.04135387,0.025803825
-0.10043151,0.004437764,-0.010034063,-0.016523028,-0.08795862,0.020177199,0.018249914,-0.07106222,-0.027465507,-0.0750898,-0.054306462,-0.007561563,0.033850458,0.011492975,0.010317164,-0.03296638,-0.024186743,-0.024561774,0.12274926,-0.07508335,-0.0108448295,0.027141768,0.029474491,0.02721105,-0.008458886,-0.07063743,0.023379842,-0.09616857,-0.048196383,-0.009570618,-0.020096222,0.011359166,0.029321609,-0.06397947,0.017007345,-0.051214095,-0.009297006,0.0007765193,0.026572982,-0.037495457,0.014976693,0.0031666278,0.013472991,-0.037815392,-0.09123964,-0.0032346644,-0.040929772,-0.022880578,-0.007137753
-0.021324968,0.057416324,0.06928965,-0.047427967,-0.05729069,0.018808698,0.022424858,0.02197183,0.0001752564,-0.05377566,0.056508463,-0.06386689,0.036000535,0.001490137,0.053474434,-0.04455481,0.022646226,0.053085588,-0.03056637,-0.04202683,-0.07085385,0.13361019,0.058955558,0.11575967,0.06332988,0.05162071,0.013988742,0.03526079,0.01438992,0.013989992,0.03341022,0.05147297,-0.02434724,-0.024865437,-0.04065179,0.035400845,0.090229504,0.010056248,-0.00089976843,0.0019235382,-0.013299792,-0.022123322,-0.019206876,0.06422289,-0.007449737,0.06327676,-0.046169985,-0.012019461,-0.10154557
0.030309247,-0.02586606,0.047936603,0.019393075,0.022514561,-0.019257812,-0.043054864,-0.068145946,0.03362346,0.037986785,0.034166206,-0.006309579,0.0440201,0.007624467,-0.06693916,-0.020905178,0.017614428,0.02976849,-0.030700436,0.012586745,-0.053708248,-0.04742329,-0.05120959,0.018910564,0.020060953,0.078703634,-0.07188468,0.009886501,0.023497473,0.022879373,0.046028804,0.03351001,-0.054818913,0.0043143523,-0.017997215,-0.042065807,-0.089975156,-0.05953455,0.04038395,0.08005071,-0.023889476,-0.04033872,0.051626436,0.01332755,0.04230285,0.0014614486,0.08587663,0.028990315,-0.028072901
-0.015016146,-0.031416412,-0.05998935,-0.022200624,0.006456761,-0.011713252,-0.04196115,0.022055112,0.042614095,0.107431255,0.0290773,0.07065518,0.043172516,-0.004958715,0.0015791471,-0.06031701,0.078470625,0.03774708,0.030537551,0.05064798,-0.027891304,0.0501198,0.044932436,0.016970715,0.046982236,0.04720722,0.09661809,0.021331906,0.0017183392,0.033104703,-0.01423271,0.09133575,0.02353828,0.0358643,0.107289724,-0.0046978686,0.04733018,1.553153e-05,0.033919074,0.062170025,-0.07832762,0.043487087,0.0254589,-0.11032112,0.06127497,-0.04746012,0.013214311,-0.030944288,-0.07918596
-0.07969424,0.009974415,-0.0408115,0.0018056486,0.0020042954,-0.03165909,-0.027718764,0.17420696,-0.005081308,-0.0060110814,-0.001327556,-0.045257576,0.04683262,0.012347976,-0.05821065,-0.022249155,0.020271862,-0.05022841,0.01877206,0.0029449542,-0.057682548,0.063501075,-0.036388386,0.007496342,0.0068784654,-0.062076367,0.030464282,-0.0122915795,0.031122835,-0.04200532,-0.04850054,0.019174289,0.005258197,0.055962954,-0.006535982,-0.00070422713,-0.059067212,0.077636935,0.033881307,-0.034116287,0.034471855,-0.03621739,-0.0026686909,-0.0837281,-0.04691468,-0.027127976,-0.071135744,0.004946582,0.047257677
0.021849213,0.04202255,0.0945203,-0.084973305,0.057044882,-0.08592101,-0.015390397,0.09258878,-0.028776465,-0.0035944867,0.013501432,-0.008691243,0.027992677,0.014159004,0.055475403,0.009445972,-0.014448693,-0.05876124,-0.0558758,-0.0048147268,0.036248546,0.025284847,-0.008730208,0.007401472,-0.054449003,0.0074962853,0.04922143,0.00827651,0.050392345,-0.018469809,0.06684023,0.011205667,-0.067876965,0.016218457,0.057047807,0.069140516,-0.027547058,0.070620745,0.09008096,-0.060833458,-0.009123554,-0.085256,-0.07625297,0.075852044,-0.031436007,0.018758325,0.009589785,0.05056721,-0.031299327
-0.03995914,-0.03726938,0.02725585,-0.018687991,-0.04674796,-0.0019291124,-0.02143693,0.007933007,0.0012099091,-0.017229535,0.045618095,0.006140977,-0.051301926,-0.04278807,-0.007809264,0.020499947,0.009312001,0.098757654,-0.07858763,-0.020745492,0.1078491,0.071872056,-0.031914543,0.043698024,-0.035994485,0.033830393,0.013375099,0.042718627,-0.07940621,0.01577913,0.07834857,-0.088460326,-0.0037618377,0.044887524,-0.023901151,-0.05891234,0.044866223,-0.06629978,-0.042188797,0.05661811,0.000105647225,-0.014930765,-0.011110387,0.0031799118,0.016411513,-0.028220978,0.074796095,-0.016421668,-0.07949783
-0.019862987,0.0046670767,-0.15667048,-0.02819257,-0.047151323,-0.019012526,-0.103838935,-0.033114206,-0.0139794545,0.011245144,-0.0062682633,-0.07418209,-0.0155073935,-0.03314726,-0.03489458,-0.0984415,-0.08277575,-0.064158976,-0.109844714,0.06784959,0.058957588,0.057567213,-0.021110589,-0.008630736,-0.02324941,0.03805337,0.016194314,0.0441668,-0.06967539,0.040212777,-0.03449494,-0.0461968,0.010761943,0.036501966,-0.01601753,0.078683205,-0.08511167,-0.085204884,0.018975949,0.1500572,-0.011223848,0.0007867617,-0.029328806,-0.10579444,-0.03559238,-0.07898967,0.004681904,0.033697776,0.06844218
-0.12155372,-0.025905952,0.039449297,-0.01775867,0.04094943,-0.054554716,0.008242509,-0.035416108,0.008929791,-0.044179983,0.035475872,-0.033289723,0.03693841,-0.02831714,0.06391975,-0.029056996,-0.019268963,-0.0153440535,0.07100671,0.041203775,0.10959692,0.007376117,-0.031007497,0.035732243,-0.026488632,0.0028717427,-0.11586298,0.00040816522,0.06923841,0.02605199,-0.007905948,-0.041188456,-0.02735382,-0.0013659558,0.066251755,0.03558654,0.073113956,-0.012811215,-0.027647633,-0.008016998,0.0303921,-0.0038680122,0.033108898,0.05072426,-0.016193625,0.03628466,0.034825373,0.049717236,0.12033513
-0.029223625,-0.016380752,-0.006350485,0.045693297,0.01189313,-0.009915738,0.010033247,-0.07383041,-0.016582498,-0.04815755,-0.08769196,-0.024211911,0.016915286,0.021444045,0.063004956,-0.00741237,-0.020047609,-0.012955175,0.065442845,0.04103548,-0.0191852,-0.020637421,-0.060776137,0.028759096,0.09009461,-0.06759455,-0.031204574,0.008426615,0.015958227,-0.026451489,-0.0025804783,0.03734333,-0.0714317,-0.08298236,-0.0725501,0.07483848,-0.06590612,-0.07174852,0.012278028,0.028115261,0.002196202,-0.016194567,-0.06118697,-0.014467943,-0.04438925,0.0011342823,0.03562525,0.058969725,0.015286411
-0.09233272,0.02165675,-0.0072258296,0.004465454,0.025146268,0.04702552,-0.018777173,-0.06683436,-0.052653827,-0.0789845,-0.019677956,-0.010651262,0.0035213148,0.14276512,-0.047736738,-0.003787263,-0.0046989587,-0.075038165,-0.07817953,0.0516215,-0.110165514,-0.046099685,0.014179028,-0.029181616,-0.019476539,-0.050519276,0.023032064,-0.08859344,-0.028256157,-0.052043125,-0.10085126,-0.028340453,0.038108908,0.017995864,-0.06748078,-0.05876675,0.06736555,0.0075798454,-0.027125737,-0.018480798,0.018661536,-0.091947876,0.056279834,-0.011846976,-0.061200578,0.0615925,-0.010454362,0.02488708,0.021475188
0.098988876,0.030728277,-0.058055025,0.042552896,0.013455147,0.0028651676,-0.020956162,-0.078435756,0.045782883,-0.019487733,0.00796325,-0.052188516,-0.036331113,-0.008881349,-0.05913398,-0.06467829,-0.01628583,0.011589899,0.07051549,0.025204286,-0.008908181,0.037306517,-0.057037055,0.07927923,0.03772323,-0.040099557,-0.036308218,-0.033694677,-0.048163638,0.024586624,0.0017587942,-0.009505474,-0.017525608,-0.025903316,0.036272895,0.03912822,-0.010329948,-0.069645084,-0.023024647,-0.026884452,-0.060654435,0.06754653,0.07845759,-0.036645412,0.0043614316,-0.031401876,-0.07204732,0.008943018,0.0029555045
-0.048593447,-0.0038235711,0.008634637,0.13771416,-0.027696641,0.043649234,-0.09008911,-0.062276643,0.0014172322,-0.016090665,-0.021765547,-0.065525465,0.036679007,0.016251981,0.037813865,0.029615909,-0.032648157,0.011682947,0.08465314,0.047756135,-0.036751766,0.014639717,0.042589862,0.027270148,0.030176103,0.008374678,-0.047386516,0.00014520256,-0.021458395,0.022188736,-0.06811656,-0.0116196,0.02572441,0.048290502,0.028087445,0.11835814,0.044200804,0.003060189,-0.04201688,-0.038143083,0.04910459,0.01943921,0.028398378,-0.007130341,-0.027824473,-0.009569573,0.013342849,0.079355784,-0.06667223
0.076872,-0.032072283,-0.008380785,0.018053824,0.039038945,-0.07041063,0.019964078,-0.034695443,0.049867418,-0.0033685707,0.007574956,-0.10942496,-0.0956879,-0.032414984,0.0031498699,-0.005149778,0.02381631,0.024878785,0.06301881,0.021336319,0.0004689881,-0.008829061,0.0052323346,0.06785209,-0.017320625,0.0705417,-0.0018527242,-0.054685906,-0.025602259,0.027139453,-0.016221287,0.001553049,-0.031667527,-0.067599624,0.03809375,0.024960458,0.043799732,-0.019431977,0.038301248,0.021913717,-0.07175175,-0.042915028,-0.08072009,-0.07160174,0.045864277,-0.07437194,-0.06993496,0.007885533,-0.022133783
-0.028245471,0.038802344,-0.004783792,0.053846028,0.07499095,-0.090183586,0.0831152,-0.09874626,-0.001726302,-0.07278176,0.036966994,-0.10608969,-0.04341223,0.02239096,-0.05814787,0.030804561,-0.021647608,-0.066207804,0.17624488,0.027425632,-0.020934682,-0.0067002866,0.032931093,-0.012154885,0.022114018,-0.076539785,0.00402217,-0.017279716,0.11194556,0.0171458,-0.04856576,0.031852555,-0.006967457,0.0040809424,0.05315217,0.021635111,-0.044847913,-0.013305495,0.08409156,0.0026495254,0.0048083384,0.01448443,0.009121145,0.0010378072,0.039952643,0.023710202,0.040655456,0.0670397,-0.011059189
-0.081592694,0.025028192,-0.011051883,-0.017191503,-0.008473765,-0.002734503,0.035262577,0.021105897,-0.043121897,-0.08976779,-0.023283482,-0.03489502,0.10433422,0.042822223,0.055421732,-0.06676567,0.01674487,-0.0076465225,-0.020209594,0.022670137,-0.044274896,-0.00897242,-0.015019103,0.05239616,0.041393563,-0.07882354,0.013470627,-0.07967983,-0.030647356,-0.033326898,0.06398015,-0.054011937,-0.043286476,-0.034576923,-0.10249729,-0.043080244,0.008841827,0.005939149,-0.019876048,-0.09550635,0.029483525,-0.026202787,-0.06554983,0.06451725,0.005171088,0.007936801,-0.0021153223,-0.026488036,-0.07746987
0.055472523,-0.033662565,0.04186801,0.080487706,0.0005399311,-0.055870842,-0.02156176,0.011921042,0.0057454985,-0.023515077,-0.004824071,-0.040985145,0.07780154,0.006992656,-0.077440575,-0.055721633,0.018414982,-0.10079277,0.0039464077,0.09180095,0.047367897,0.039075814,0.0029021008,0.08598413,0.050702937,0.008624963,-0.04543571,-0.00654959,0.062395073,0.06048778,0.06165984,0.03590749,-0.0717222,-0.0050867465,-0.021394588,-0.10351684,0.06701018,0.07551574,-0.02687801,0.004645296,-0.016185299,-0.04372616,0.011263076,0.14951338,0.011221387,-0.062008854,-0.084799185,0.03783675,-0.098098524
0.06257726,0.029771842,0.08095799,0.11782162,-2.3843279e-05,0.06823854,0.063563384,0.05400297,0.0297279,0.052777834,0.0055863895,0.08855536,0.009622836,-0.0029041546,0.11620027,0.05530442,-0.028991355,0.009353694,0.12494376,0.093893975,-0.006834691,0.044238143,0.028010085,0.09276197,0.08824371,-0.07668569,0.032201137,0.09457213,0.016641557,0.021230668,-0.0019113283,-0.017381681,0.019879665,-0.07330552,-0.030055309,0.054436974,0.039962057,0.019913737,-0.07181327,-0.038680814,-0.047731616,-0.07736425,-0.040886763,-0.009890089,0.023606053,-0.03251082,-0.00031856168,0.004135608,-0.026096933
-0.00038317617,-0.013106572,0.038664214,0.043722358,0.06932792,0.09139101,0.03297148,0.04607283,-0.029874101,0.0105189,-0.024649806,0.054060027,-0.104760274,0.020406844,-0.03861345,-0.0068900683,0.033251543,0.0036203398,0.00799849,0.01932663,-0.09142272,-0.050557937,-0.028314453,-0.004225907,0.02837819,-0.038596354,0.026307037,-0.01554065,0.034390163,0.027464997,-0.019416992,-0.007546744,-0.0009347884,0.06790092,-0.022836106,0.023304235,-0.021481613,-0.021121304,0.025505956,0.055952933,-0.049954496,0.01875158,-0.10273037,-0.070777535,0.013589739,-0.013338831,-0.00021430696,0.058008045,0.112095356
0.066135734,0.048838224,-0.07485768,-0.027305068,-0.014286415,-0.02654126,-0.029220184,-0.0098800855,-0.024363393,-0.09520975,-0.023643794,-0.024520636,-0.06637528,0.047046904,-0.037149265,0.071395546,-0.025022535,0.095780276,-0.006084687,0.07145736,0.010957447,-0.043700363,-0.00036124018,0.0083174165,-0.05069315,-0.04933034,-0.055491842,-0.025008747,0.0058746636,-0.06807021,-0.014832299,0.0014389975,0.039398905,0.032194033,-0.054267354,0.004328591,-0.029019034,0.0002969121,-0.0326824,0.0955821,0.06587505,-0.06252532,0.074446045,0.059274584,-0.016844751,-0.03834905,0.016560465,-0.008463742,0.038147576
-0.0009398766,-0.029874047,-0.0019720923,0.029735576,-0.02735298,-0.11203962,0.045963056,-0.043179177,-0.031442348,-0.05048741,-0.0008848813,-0.02549932,0.009659054,-0.014189444,-0.03310102,-0.065001994,0.034557216,-0.046539474,0.07084724,0.0392834,0.017522978,0.13024749,0.04493551,0.024558172,0.027329294,0.02587501,-0.040043347,-0.076040305,0.011693839,-0.09833832,-0.0029287213,-0.015098356,0.02005957,-0.044205,-0.010419506,-0.012440702,0.010376662,0.019656353,-0.100973725,-0.039494433,-0.053579036,-0.05551728,-0.025416916,0.11115532,0.05040292,-0.069205634,-0.017332328,0.049270045,-0.11209023
0.05026534,0.012724574,-0.044645898,0.012953144,-0.014114984,0.016116805,0.14006688,0.06149683,0.07800621,0.07052772,-0.093537755,0.042593982,0.050621573,-0.023988457,0.0762416,0.10810945,-0.019562216,0.081217684,0.0305391,-0.028190786,-0.040653247,0.0075253258,-0.0140889995,-0.031449568,0.049448185,-0.006029556,0.028637167,0.04368254,-0.013972082,0.11630219,-0.0005094586,-0.06924961,0.04008052,0.015715398,0.033244662,0.08138301,-0.045095053,-0.036379993,0.068477236,0.029146397,0.0325065,0.0061601275,0.052289177,-0.0074649137,0.043800797,-0.010288865,0.037082408,0.0942373,-0.03439808
0.019784793,-0.013148214,-0.028857104,0.047224753,0.030611554,0.024675792,-0.048992187,0.00035595946,-0.0021911212,0.03430657,0.045832276,-0.04401084,0.06552101,0.019409968,0.03093307,-0.07022241,0.057181578,-0.06474797,0.024814516,-0.05454839,-0.023863418,0.004318437,-0.0011346423,0.04781251,-0.040325582,-0.02189949,0.06694987,0.05953485,-0.0029057146,-0.03625886,0.0150272325,0.046582565,-0.032102082,-0.07823448,-0.08115032,0.06569143,-0.013436809,0.028898878,0.020548178,0.101104856,-0.027724564,-0.00051042263,-0.008508163,-0.012813349,0.023836443,0.012268101,0.038532104,0.043734405,-0.015148138
-0.009766476,0.009842667,0.080529116,-0.04705801,0.031277936,0.06504044,-0.072240055,-0.0199905,0.08671533,-0.005674258,0.047203384,-0.074883655,0.06652845,-0.0457492,0.0033987283,-0.051475357,0.05017377,0.036564797,-0.05687908,-0.020547051,0.077470645,0.048962016,0.08011766,-0.042468544,0.014218366,0.034954023,0.018867256,0.081435956,0.0048637334,0.010087861,0.021879513,0.035583436,0.006374496,-0.007156182,-0.017722491,0.03304713,0.03150881,0.11530182,-0.0671152,-0.0028094603,-0.0011098975,-0.03135945,0.03019694,-0.02401963,0.010998853,0.03862288,-0.046927836,-0.018056216,0.0069869636
0.059903372,0.105328485,0.025612434,0.009025426,0.017525608,0.07171551,-0.071053445,0.040775537,0.04988703,0.07068367,0.008992557,-0.028149702,0.07613195,-0.10043494,0.008348539,0.02892619,0.027376475,0.010603726,-0.07853398,-0.05492434,0.068952955,0.0713817,0.023978358,0.0039084293,0.06995486,0.019250907,0.05858858,0.049458053,-0.006538432,0.045931175,-0.010771062,0.050375547,0.05863763,0.06537291,-0.017400768,-0.0077040354,0.007663796,0.116799474,-0.045406215,0.025853183,0.101101115,-0.004218135,-0.017759724,-0.06305238,0.02215823,0.050972275,-0.01122575,-0.025441945,0.0165955
0.07786059,0.0073775733,-0.043169893,-0.03204037,0.036511976,-0.06898511,0.018847339,-0.06098754,0.04112274,0.028380727,0.060480382,0.12519409,-0.043203335,0.0024035976,-4.7902904e-05,-0.009571084,-0.019475365,0.013527897,0.036190964,-0.009420607,0.013577812,-0.00800614,0.027465116,0.0045873728,0.05282073,0.015056689,0.069838114,0.07345295,0.09557972,0.067918114,0.06817037,0.028018767,0.012376265,0.02997764,0.0039275736,0.051381048,-0.06514497,-0.05492422,0.009420805,0.044860467,-0.02141711,-0.0058026058,-0.059913162,0.0091549065,-0.02690744,-0.056299772,0.019271683,0.042451885,-0.056515213
-0.08189521,-0.07389855,0.032074172,-0.0325695,-0.054481413,0.02086027,-0.07721034,0.029160274,-0.069398195,0.034039255,0.0837951,-0.063973665,0.021103173,0.017968858,-0.066270225,0.01844817,0.039449584,-0.08517806,-0.0015004828,-0.053660966,0.028115582,-0.0077796876,-0.0015741886,0.0763591,-0.050482556,0.029801385,0.12536488,-0.06728965,-0.023867607,-0.014720329,-0.054672547,-0.054979265,-0.051363185,0.026742239,-0.006090042,-0.02195603,0.045500074,-0.03909943,-0.086028,-0.035741843,-0.02435255,-0.021350304,0.010138065,0.029334892,-0.043823645,-0.020044567,-0.07437328,0.0030691447,0.021356186
-0.059683573,0.0557506,0.0028927051,0.062493265,0.057867054,-0.004857561,0.036794458,0.041865904,-0.08109344,-0.017854983,-0.07366634,-0.06294419,0.066191465,-0.020587357,0.002048888,-0.0063202837,0.011479084,-0.09945711,0.0873883,-0.048808858,0.030924167,0.080432266,-0.0501221,0.036020063,-0.059603125,-0.0515241,0.044829,0.024084749,0.035063013,-0.07135598,-0.057116527,-0.03433051,0.060288828,0.027848793,-0.12882946,-0.026005354,0.05099941,0.028503548,0.00027055593,-0.015950127,0.006543657,-0.15053096,-0.0046056523,0.004903843,0.032626774,0.0022892063,-0.008173552,-0.05013156,0.10878723
0.08360478,-0.024504097,0.09674871,-0.08546945,0.0048632924,-0.030405829,-0.0037895758,0.031798974,0.08686179,-0.059710685,0.0274944,0.022803215,0.115588814,-0.052752778,-0.016689459,0.056305096,0.07154733,0.09321116,-0.061095428,0.0143440645,-0.04746799,-0.013871472,0.046921346,-0.03657272,0.13929968,0.052318808,-0.011025819,-0.018017234,0.09390935,0.02393597,0.054412972,0.13083692,-0.024682835,-0.06521592,0.02368014,-0.0039751492,0.006279441,-0.022128506,-0.032579836,0.033617005,0.07389148,0.05738942,-0.023023508,0.051396903,-0.03833285,0.03239014,0.037042703,0.07621136,-0.045447823
-0.0065819374,0.08919788,0.0027586708,-0.02495046,0.06715295,0.038002998,0.07509171,-0.1349235,-0.08293799,0.03360691,0.0063289404,0.045932017,0.050362293,0.008369665,-0.07221086,-0.045220695,0.017054604,-0.065648764,0.09516778,0.042702414,0.048727006,-0.012307009,0.023065122,0.03410776,-0.057389773,0.07157212,-0.05639704,0.04175067,0.017128313,0.02571045,0.11160001,0.026785817,-0.034705535,-0.07817756,0.0009246181,-0.00035714716,-0.004219588,-0.051069565,-0.0023163229,0.055367593,-0.037852094,-0.015059911,-0.02357205,0.05935063,0.0010933854,0.05905705,-0.059420165,0.0942265,-0.015981853
-0.0018347003,-0.003021877,-0.0063077686,0.014090986,-0.057681624,0.048954967,0.015177184,-0.027313713,0.0040815063,-0.13518818,0.0533204,-0.005791693,0.056512937,0.07637004,-0.04616109,0.07348479,-0.029046766,-0.0988876,0.019698631,-0.055284373,0.07156543,0.07838451,0.014588297,0.0731059,0.05738573,-0.0393123,0.07232051,-0.080269694,-0.011777972,0.0023110008,-0.063998014,-0.016633403,0.06402506,0.053880762,0.052799925,-0.0118202865,0.025526531,0.04271715,0.08749239,0.036864143,0.009489155,-0.04690656,0.08403297,0.0023057647,-0.092387095,0.0060539725,-0.024935652,-0.05496165,0.029714108
