0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
-0.065762095,-0.07225288,0.04767123,0.031670913,0.099662155,0.021345966,0.06561048,0.015976263,0.03516073,0.08989012,-0.01699246,-0.07052128,0.054321997,-0.009056683,0.10108338,-0.050799772,-0.009594208,0.053432483,0.033609845,-0.087112874,0.0888175,0.028025104,-0.0481847,0.054740906,0.05601768,-0.014302392,-0.015355782,0.003118522,0.04276418,-0.0031388176,0.062384073,-0.035714306,-0.017906154,-0.012597848,-0.033967786,0.09370433,-0.010536154,0.009815128,0.0027826368,-0.042195205,0.01370822,-0.09978387,-0.08477359,-0.03743501,0.04030554,0.020067798,0.05267951,0.046232678,-0.01081754
0.02898424,-0.10035055,0.015861126,-0.04194866,-0.070341885,0.017693797,-0.023451636,0.0543819,0.05940245,-0.032064326,-0.004645827,0.100606695,0.018878538,-0.033187345,0.07484872,-0.004399232,0.009073739,-0.0028958574,0.067590125,-0.04210908,0.02553269,0.039056577,0.019456137,0.006869031,0.026785113,0.009752165,0.03258193,0.020342423,-0.041829556,0.030231707,-0.023170646,0.023181604,0.0068868306,-0.037429288,0.0067264843,0.019821174,0.02279435,0.022734214,0.10008155,0.026907412,-0.022829097,0.007821352,0.02834302,-0.053291775,-0.01126471,-0.035439834,0.03661359,-0.044029977,-0.006799709
0.045330364,-0.053817764,0.010939499,-0.00080519146,-0.039994873,0.021862078,0.076901235,-0.06381801,-0.06461842,-0.005597562,0.04883743,-0.04115629,-0.07882961,-0.06063999,-0.0048582978,-0.0137917865,-0.04416398,0.04499958,-0.08367322,-0.07331141,0.044985574,0.0851471,-0.027580572,-0.064842984,-0.102459416,-0.0054715816,-0.01345702,-0.042312477,-0.060835566,0.027405081,0.02780586,-0.05358837,0.06257661,0.0033814297,-0.072809696,0.055187587,0.014786258,-0.060544726,-0.037907433,-0.019089578,-0.054464906,-0.0368126,-0.02271826,-0.07092422,0.02086317,0.02178218,-0.044477284,-0.013087769,-0.012783764
-0.045773875,0.007611931,-0.01194154,-0.04690988,-0.05346202,0.008274237,-0.024192559,-0.020666583,-0.0448871,0.003438648,0.068713784,-0.030650822,0.031772748,-0.026061635,-0.030303743,0.007837732,0.011875017,0.037272003,-0.01526506,-0.00023535182,0.041741334,-0.040273536,-0.05358429,-0.02060181,0.04751766,0.033000022,-0.05375698,-0.013972342,-0.0020986437,0.009510176,0.08711933,-0.04876075,-0.02429555,-0.044763297,-0.02036359,0.0453462,0.10521313,-0.011847917,-0.022917202,0.07300095,0.0016213241,0.030356864,-0.032754328,0.058778454,-4.0456463e-05,0.08937476,0.011617521,0.060612027,-0.019115308
0.008627157,-0.056029774,-0.0375651,0.02260596,-0.011072786,-0.04328075,-0.008080564,-0.025632279,-0.04258398,-0.015703924,-0.0056908117,0.007706622,0.037842482,0.018736104,0.0013449665,0.027173517,-0.06683047,-0.034339476,0.059298966,0.05680431,-0.0055959406,-0.01833238,0.0149647165,0.0040286235,0.0343624,-0.03369775,0.00043175512,-0.042208448,0.019386038,0.032014996,-0.023203554,-0.009880426,-0.03415992,-0.10787959,-0.05734098,0.038073838,-0.041815292,0.14010064,0.015730608,-0.0794382,-0.06637144,0.02745266,0.03427765,0.13576563,0.023697104,0.03559827,-0.086139105,0.09429506,-0.030739723
-0.07861559,-0.08607101,0.016433276,-0.089585505,-0.016652986,0.024274565,-0.08114525,-0.045541584,-0.02426361,-0.05690793,0.045529366,-0.011763277,-0.026926028,0.052463282,-0.026139464,-0.015651165,-0.019714888,-0.004898212,-0.06613609,-0.08213798,0.06921802,0.015059217,-0.072006546,-0.0013917348,-0.06496594,-0.034787085,0.0058424687,-0.080819264,-0.001980412,-0.011231986,0.031150825,-0.031426266,-0.06479215,-0.12484684,-0.012643953,-0.08096728,0.0018067389,-0.059982732,0.033118274,-0.044327952,-0.012169294,-0.073866025,-0.016442843,-0.024475744,-0.0062914914,-0.05622584,0.008235003,0.070158504,-0.09494828
0.013428745,0.0039259177,-0.035526093,0.16860987,0.015593118,-0.02096335,0.006815561,-0.103756815,-0.06823682,-0.025041364,0.02162866,-0.093787305,-0.055761576,0.13522252,-0.0329055,0.058994517,-0.015404744,-0.02509831,-0.0019258009,0.052256368,0.051429283,0.010046275,-0.024438918,-0.044567943,-0.023835061,-0.06813185,-0.028362965,-0.014081237,-0.008853299,-0.05098725,0.027470706,-0.03897052,0.07291828,-0.026083432,-0.025070352,-0.017153414,-0.049269285,-0.054610185,0.045193616,0.00662514,-0.06405929,-0.0048768083,-0.003163018,0.050297767,-0.043203093,-0.01943026,0.022827078,-0.005701827,-0.040081605
0.016699258,-0.026395483,-0.008439928,-0.02992003,-0.04952584,-0.02658148,-0.050063048,-0.03114209,-0.06202088,0.0006447636,0.013456618,-0.09671582,0.0038499844,0.066075005,-0.025977843,-0.009025997,-0.02710704,-0.055633303,-0.06553883,-0.006320062,-0.012705512,-0.0031219658,0.003895312,-0.09911996,-0.011349911,-0.09716338,0.017180499,0.0065574325,-0.035921283,-0.067895934,-0.03171135,-0.0006659066,0.0696281,-0.031100735,-0.08832315,0.0067657027,-0.029569881,0.023563659,-0.023141202,0.04210797,-0.05102911,-0.069284536,0.0140795605,0.010746292,0.0014022769,0.052706964,0.07535549,0.0010884264,0.031728495
-0.0011741229,-0.031474274,-0.046084054,-0.019175002,-0.017086882,-0.09196611,-0.047963273,-0.0033230828,-0.014594869,0.007507798,0.013571899,-0.109462485,-0.113813356,0.034651417,-0.07097979,0.006990053,-0.038163986,-0.08861285,0.06315191,0.093081266,0.038796205,-0.020283237,-0.059784472,0.0467666,-0.04491091,-0.10064506,-0.041270155,0.022244178,-0.08746458,-0.055043112,0.05585411,0.0073983986,0.046982396,-0.015043289,0.07479526,-0.018849919,-0.00076037936,0.035038587,-0.0003471451,-0.02671774,-0.012662786,0.002536691,0.02079501,0.013511495,0.0058381204,-0.0111824665,0.07616037,0.068287686,-0.0044893855
-0.02848649,-0.021920197,0.027966429,-0.028424788,-0.022608176,0.018683078,-0.024185892,0.0296934,0.05773772,0.026030244,-0.026284346,0.03422781,-0.06772084,0.029607922,-0.112789415,0.07733784,0.072881356,0.03174001,-0.0060448404,0.087871276,0.008083577,0.0067245243,-0.07717041,0.06273045,-2.8873968e-05,-0.012256898,0.077296026,0.074464,-0.06478274,-0.0008011981,0.03988076,-0.018080544,0.054804973,0.10786755,0.022580775,-0.05943922,-0.02195527,0.060373884,0.015660439,0.005025634,0.029443927,-0.057558455,0.03570575,0.03323835,-0.02948335,-0.01126645,0.021785645,0.10053918,-0.032806803
