ModelID,0,1,2,3,4,5,6,7,8,9
ACH-002680,-0.50796276,0.95850456,-0.81460834,-0.8398336,0.7249305,-0.7374418,0.73212516,0.11022419,1.6626782,0.036580224
ACH-000668,-0.5091015,-0.09939632,-0.7287597,1.1661255,-1.0367079,0.03407088,-0.2376349,-0.73995274,-1.1923243,-0.33899206
ACH-001711,-0.25724906,-1.4437642,-0.0764288,-0.62327206,-1.2775369,-0.48906004,-1.4189498,-0.020278871,0.36291945,0.3594509
ACH-000906,-1.3143194,0.9792329,1.25684,0.08357753,-0.2908315,-0.066961914,-0.37342104,-0.2332257,-0.0027667284,-0.2557327
ACH-000953,-0.26856187,-1.1860819,-0.73157173,2.8379881,0.082703166,-1.4425738,0.21956795,-0.21638024,0.16233629,0.3248491
ACH-000754,-1.2819221,-0.95172817,-0.26922113,0.9349582,1.0536536,-1.2764022,2.3549922,-0.5123279,0.19203961,0.7405944
ACH-000320,0.39899546,1.1299446,-0.5867808,1.4879802,-1.7332138,-1.2456504,-0.94689703,0.6490103,0.4333185,-0.17871211
ACH-000736,0.13019621,0.79454565,1.6629515,2.4652143,0.5943222,-1.4762044,1.7016532,-0.9638795,-0.39560106,-0.35424376
ACH-000921,2.1902719,0.29302382,1.3848352,0.6845519,-1.4277623,0.047568843,0.27003294,0.891967,-0.552076,0.65989304
ACH-001796,-0.25115356,-0.88034844,-0.9914439,-1.163629,1.4514081,0.64846253,1.3640532,1.7654822,2.0267444,-0.14686026
ACH-000549,-2.289454,1.1097858,0.7507235,-0.9624878,-0.5475847,-0.81413335,-1.0536543,-0.18266064,0.38414603,-0.5723189
ACH-001107,-0.350238,0.7321635,0.29097325,0.048710078,-0.540732,-0.5742186,-0.21746501,0.7038909,-0.028396517,-0.6963048
ACH-000901,-0.33972445,-1.0483854,-0.952399,-0.88219184,-0.028418243,-0.1818549,0.5663973,2.0586495,0.08992633,-0.8141186
ACH-001163,-0.247038,-0.45755702,1.0514531,-0.053362846,-0.5976384,-0.33345717,-0.43938327,-0.22786772,-1.4732505,0.0116766095
ACH-000222,-1.7632014,0.70755506,-0.41599876,0.5882182,0.39011753,0.98472553,-0.084937215,-0.37529927,-0.9717424,-0.5787746
ACH-000614,-0.65962344,0.42056727,1.4172561,-0.22904569,-0.10023633,2.1306603,-0.8381504,1.6710373,-2.1248043,3.2018507
ACH-000725,0.24673364,-0.21561652,-0.26890722,-0.45174843,0.5843775,0.46262383,0.8801016,-0.012973666,-0.7883249,-1.6320539
ACH-000702,0.33805442,-0.36986727,-0.9122903,2.1468198,-0.58423495,-0.8439621,2.0174212,0.47500888,-0.061072744,-0.5827143
ACH-000810,0.31839645,-0.6947732,-1.1777806,-0.16241138,-1.6794833,-0.2024661,-1.3683424,0.16356453,0.17018399,-0.18673745
ACH-000619,-0.15720518,1.2460281,0.23714787,-0.14884357,-1.4020858,0.9095734,0.82757825,-1.4827489,0.06258449,-1.0682936
ACH-000302,1.7582304,-0.028215103,0.47233,-0.61890936,0.8394634,0.4007358,0.74389756,1.0805341,0.27557862,-0.734212
ACH-001075,0.51031494,1.4817538,-0.090917066,-0.410645,-1.6487567,1.5977151,-0.16615513,-1.4149258,0.5348456,1.8552934
ACH-000747,-0.21696115,0.422678,2.4775033,0.34518105,0.6403772,0.09307626,-0.52329224,2.1019607,-0.78739816,0.46049955
ACH-000090,-0.24265741,-1.1444625,-0.29311344,-0.2743613,-1.0277106,1.4413682,-0.45702416,-0.39284343,0.25076282,-0.119540155
ACH-000900,0.09642556,-0.4506364,1.6661748,-0.033353657,-0.10177201,-0.33684477,-0.2216413,0.9401274,0.588704,0.9157947
ACH-001278,0.04346238,-0.22457385,1.9740564,0.44994432,1.6142788,0.6677236,0.6037687,0.037404835,-0.17662835,1.7770791
ACH-000766,-1.6562505,0.7114879,-0.96996844,0.18834072,0.33520332,-1.3588195,1.3634754,0.11708611,-0.13364023,0.118876204
ACH-002018,0.07188214,-0.16519919,0.64944905,-0.11744359,1.2137378,-0.607908,0.8243935,0.090164244,-0.64009356,0.8563399
ACH-000794,-1.9208081,2.3767178,-0.12524514,0.2969119,0.23047298,1.4307128,0.8167314,-0.4240737,0.65094537,0.8575698
ACH-000890,-0.14592737,0.07938877,-1.4052078,0.20293489,-0.53721553,-0.51019543,0.648003,1.8425581,-0.51545995,0.82556206
ACH-001338,-1.0565217,-1.0371614,1.214264,-0.62517416,0.1133984,-0.6593145,-0.14949405,-0.2555856,-0.13055086,0.078006685
ACH-000128,-0.30152023,-0.16305757,0.8286761,-0.86951655,0.51479095,0.22119287,-0.0680855,-0.5187525,-0.06998953,-0.14535148
ACH-000639,0.06501585,-0.35103947,1.6597793,1.248557,0.1490255,0.117946625,0.51724863,-1.0820497,-0.3691634,-1.6342211
ACH-000150,-0.7959831,-0.39601725,0.59528965,-1.4066204,-0.85692364,-1.5345473,-1.002181,-0.6017266,1.3395776,0.4946156
ACH-001300,-0.31432462,-1.0420148,1.6363599,-0.36584428,1.5564556,1.4243298,-0.63347256,-1.3146462,-1.0489328,0.9143555
ACH-000174,-0.26005796,1.9829342,-0.21390323,-0.14462218,0.4814322,-0.22907013,-1.4165703,0.029506326,0.34199372,0.3463088
ACH-000717,-0.5469933,0.6713704,-0.60561097,0.0040179845,-0.93959683,-0.48953927,0.5684154,-0.92082036,0.35114998,0.86568046
ACH-000699,0.57757634,-0.14343613,0.17247845,-0.11047214,-0.30934417,0.71100676,1.8972996,0.3181869,0.14454228,0.8263121
ACH-001610,-0.9583738,-1.2761042,-0.98611003,-0.82520473,-0.6577307,1.1636734,1.4281635,-1.1019093,0.13022004,0.1448906
ACH-000355,-0.24516925,-1.1986368,0.44673657,0.69467366,-2.7070737,1.7244374,1.0343989,-1.5636253,0.751042,-0.93604565
ACH-000724,-0.6689085,-0.7804225,-0.7333599,-1.4814254,0.26080137,0.310036,0.44345945,-0.39752713,0.047765553,-0.84419227
ACH-000971,0.07340836,0.5684463,-0.5761393,0.8311556,-0.122834966,0.8210902,-0.26294985,0.1972605,0.2056499,1.1105715
ACH-000265,0.53356916,-0.045458205,1.7436401,-0.3513667,-1.2667526,-1.551597,0.16095349,0.26023287,1.413173,2.951391
ACH-000778,-0.46098238,0.5798558,-0.764675,0.17000386,-0.43404314,0.6458201,1.6229706,-0.4402162,-0.66532135,-0.7454811
ACH-000958,1.8308183,0.13735504,-0.116559714,0.20524418,0.24501935,-0.13523021,0.19459252,-0.18083525,-1.4416933,2.0476656
ACH-000420,-0.41876632,0.62064886,-0.8184381,-0.86159295,1.3525465,-0.013420284,-2.0622444,1.1087675,-0.25880122,-0.34720534
ACH-002282,1.8271092,-1.0544319,0.27230015,0.3980496,2.855797,0.058721945,0.06914368,-0.5444386,0.68110335,2.1833513
ACH-001750,0.6837313,-0.09853782,1.1125343,-1.0308087,0.3204361,-1.5894741,-1.1254433,-0.36810163,1.1444311,-1.5779167
ACH-000221,-0.3528105,-1.0072436,1.778946,-1.3408377,0.47959304,-0.58116555,1.1952324,-1.2975922,-0.68553066,-0.821203
ACH-000336,-0.17960161,-1.0674123,1.6351221,1.4287062,1.1704692,0.1858658,-0.5403888,-0.80133605,-0.43236408,-0.032254957
ACH-000520,-0.23050407,0.24864802,-0.84341,0.06989906,0.039272547,-0.019411564,0.0124401525,0.06311357,0.6459887,1.1808081
ACH-000024,-0.23392704,-0.001987137,0.02840102,3.1809826,-0.27728593,-0.6721469,1.9477655,-1.0349994,1.2062685,0.36043614
ACH-000663,-0.44328147,-0.5371549,-0.58607435,0.29804897,-0.10017021,0.61709654,0.6365087,1.0299332,-1.4968463,1.2502661
ACH-000402,0.4641108,-0.9719859,0.65345615,1.7899725,0.065381646,0.44259536,-0.96100533,-0.96685445,0.4379196,0.71717477
ACH-000359,0.06697908,0.06535886,-1.5723815,-1.1250231,1.2982575,-0.45017782,1.4101093,-0.6027861,0.14772543,-0.036398545
ACH-000838,-1.3404448,-0.17186007,-0.38212597,2.5015202,0.47680902,0.8278878,0.15838638,-1.2040339,0.12408969,-1.1851608
ACH-000501,-0.6173083,-0.89615285,-0.39714715,-0.3675415,-1.0836269,-0.09092505,1.4887437,0.177762,-0.6330797,-0.8032683
ACH-000352,1.3176198,0.2111966,0.5280743,0.49953657,0.29521847,0.46510142,-0.6123079,-0.39547127,0.013127685,-1.0413193
ACH-000030,0.8642959,2.270278,0.09779216,1.2606463,0.28493005,-0.12330899,-0.059716582,-0.6359988,-0.49074572,0.17153317
ACH-000912,1.6418831,0.92137814,0.36564848,0.6411726,-1.26034,0.18988812,-0.01458773,-0.30763984,1.657541,0.437736
ACH-000684,-0.57542866,-0.25799114,-1.5728979,-0.5229205,-1.5299866,-0.85242796,-0.60482967,0.8793101,-0.39504874,2.94937
ACH-000469,-1.3090428,-0.06622198,0.7203678,-1.7510114,0.36912367,-0.22603224,-0.28101826,0.51862425,0.9542157,-0.53843653
ACH-001814,-1.2937838,-0.5538324,-0.7386558,-0.9617162,0.60810006,1.3943516,-2.4850311,0.9104478,0.23957804,-0.3145566
ACH-000204,-0.67877495,-1.14027,0.9059284,1.0692387,0.078736424,0.9439362,1.1229497,-1.5277007,-0.09994757,-0.8667631
ACH-000277,2.1781273,-0.4176242,0.72651595,0.5378417,1.3863548,1.4111772,-1.865842,-0.4418777,-1.9587615,-1.1318173
ACH-000734,-1.3644426,1.1047931,2.189979,-0.83012456,1.4632041,0.28175557,-0.36442494,-0.7560664,-0.2166017,-0.13829242
ACH-002510,-0.05821669,-0.25919527,0.92278576,-0.28269282,-0.07486425,1.0616333,-0.09848428,0.35405728,-1.2236252,0.60723376
ACH-000950,0.36406744,-0.5199767,0.91512907,0.67084605,-1.174942,2.2077856,1.2928013,0.5167407,-0.5872326,-0.25102198
ACH-002015,-0.8848232,0.5068685,-0.11701349,-0.3214816,0.5477507,0.025177777,-1.5819649,0.60243106,1.6119225,1.4722106
ACH-000255,0.43662983,2.1162202,-0.13667266,-0.25929642,-0.16696337,-0.65651554,1.8490807,0.65719104,1.4243721,-1.5819988
ACH-000648,0.074411705,-0.39459023,-0.09671342,0.22668435,-0.59729564,2.955931,-1.7174269,0.88230157,-1.1913077,0.5627078
ACH-001318,-0.60156953,0.1873609,1.3049203,-0.92006016,-1.3002145,0.50313133,-0.22930992,0.49061257,-0.32502306,-0.29578352
ACH-000802,-1.1128352,1.8876185,1.6439967,-0.5635573,0.4276031,1.088629,0.22063702,-0.60252506,1.1984508,-0.07714623
ACH-000894,1.4617869,-0.4245828,-0.06286802,-0.050863847,1.1274049,0.8581471,-1.1078215,0.69473267,-0.43456712,-0.011729568
ACH-000216,-1.3628215,2.741636,-0.03283946,1.4747123,0.8726771,-0.330635,0.15375072,-0.2193321,-0.35366982,-0.2970753
ACH-000905,-0.8641659,1.5590949,0.21724463,0.14023018,0.5498047,-0.049638845,0.78956413,-1.8806903,0.59463966,-0.4604974
ACH-002278,-1.5022649,-0.8404999,0.8136577,0.5124173,1.5182009,-0.05804516,0.55188775,-0.19859755,0.90808004,1.616507
ACH-000094,-0.43119,0.47494954,-0.04276123,0.3543161,1.3702482,0.7654583,-0.556871,-0.30777836,-0.5705975,-0.77717626
ACH-000887,1.3304256,1.5984396,0.5202326,-0.26746726,0.8027661,-0.74049205,0.41025668,-1.8958372,0.57947254,-0.1055543
ACH-002143,-1.9652531,0.48434627,0.03438723,-0.61926836,1.139006,0.08870503,0.28690916,0.75683767,1.3178242,0.43114612
ACH-000496,0.29953563,0.72796583,-1.1814632,1.696325,1.1023587,0.40543827,-1.8184909,1.1470016,0.2896879,0.5665877
ACH-001205,-0.7656073,-1.5885427,0.03422703,1.1031933,-1.8633689,0.86284757,-1.2143505,0.066572785,0.4000807,-0.2465499
ACH-000082,1.0095718,0.031272292,-0.7418461,-1.4200302,1.1227634,-0.8724369,-0.11444926,1.0484585,-0.6098891,-1.0367254
ACH-000485,0.26035425,0.27248544,-0.6607262,1.1483895,1.5205266,-0.369638,0.7805731,-0.62454736,-0.63524115,0.6244992
ACH-000719,0.3049607,0.70204353,0.003015928,0.14214496,1.3470249,1.4831527,-0.027987182,0.1783472,0.07913804,-0.092235774
ACH-001986,1.0349042,-1.287864,1.5778898,-0.6170662,-0.2609825,1.9542,-0.44724894,1.1701165,-0.90079665,0.9245403
ACH-000649,-0.79842865,1.1925077,0.023136579,0.23363253,-1.0139344,-0.60544956,-0.24220106,0.32359046,1.0833336,0.5138212
ACH-000767,-0.71071684,-1.4779404,0.14825892,-0.6469076,0.8731203,-1.1152481,-0.71275234,-1.2379916,-0.6875011,-1.1463009
ACH-000512,-0.43416446,-0.6799941,1.1907961,1.2008998,-0.83553845,0.7915452,0.4424533,-1.6084158,-0.6492691,0.4142492
ACH-000483,1.0896529,-0.80881715,-0.026496962,-2.0999103,0.5143572,2.5068107,0.40840313,0.24073718,-0.3989013,-0.7661301
ACH-001795,-0.22113448,1.6913066,0.034090817,-0.52919745,-0.19256061,-0.16315198,1.8403673,1.0576148,1.2904367,0.24832106
ACH-000276,1.4945798,-0.15587436,-1.4817567,-1.1006092,-0.36740124,-2.0609274,1.3408213,-0.52559,0.3255779,0.74948263
ACH-001607,-0.4978796,1.2350962,0.50159997,1.5354297,0.042235628,-0.50580156,-0.808845,0.88915265,0.33462387,0.26956743
ACH-000920,-0.2080803,-1.3992693,-0.03739319,1.0173204,-2.00949,0.72887176,-0.60496056,-1.0108768,-0.63914704,-0.8238689
ACH-000231,-0.6104772,1.3747482,-0.8232556,-0.16836858,0.635082,-0.29744065,0.0814825,-0.23929888,1.0226772,0.2917195
ACH-001864,0.81596947,0.27362794,0.19260451,0.2039807,-1.046793,2.3879561,1.1612488,0.062381744,-1.3013633,-0.007927716
ACH-002263,2.218391,1.2777945,1.1038599,0.12432319,0.33847547,-0.054091692,-0.9350501,-0.25487828,0.035420537,-1.1927166
ACH-000108,-1.765248,1.309706,-1.0300364,1.1204156,-0.43765688,0.9310117,-0.9042653,1.6808367,-1.1581627,-0.20321259
ACH-000879,-0.729208,-0.70125365,1.0168186,-0.96989137,0.5785314,-0.1842266,0.45502535,0.0054973215,-0.70250326,0.046990037
ACH-002005,0.35905284,-0.527333,0.9834874,0.37726274,-0.46575916,1.4675162,-0.6718328,0.60089946,-0.597918,1.2616727
ACH-000274,0.3185417,-0.494449,-1.3615189,-1.1503234,0.8078777,-0.8656482,0.7288114,1.2492056,-0.98090935,0.2797061
ACH-002294,0.57471675,1.2273381,-0.12315689,-0.12665021,-1.1018972,-0.36049756,-0.32526445,-0.8853983,-1.0698997,1.0335813
ACH-001039,-1.4784392,0.30928797,-0.13475405,1.3808869,1.0177181,-0.9341929,-0.83886456,-1.3772873,-0.2642576,0.38832283
ACH-000319,-0.21292526,-0.60229266,-0.72165877,-0.26322278,-1.1433318,-0.0021565855,0.33862182,0.985959,0.8436012,-1.0467321
ACH-000387,1.3106956,-0.46572506,0.9657661,1.713873,0.081154466,1.946429,0.9411676,-1.0967422,-1.1468767,-0.98635566
ACH-001677,0.86783594,-1.6011173,0.29866734,0.3931538,-1.0964329,1.4574918,-0.07098359,-0.6274419,0.26706728,0.1383562
ACH-000630,-2.1898994,1.7623992,1.0115465,-0.89055264,-0.086490855,0.9805393,-0.31952024,0.19362178,1.0719632,-0.6052861
ACH-001794,0.8779783,0.73232454,-1.2405516,-0.20607023,-0.5227958,-1.3326329,1.2299312,1.7801712,-0.49564326,-0.004032016
ACH-000095,-0.50719404,-0.2321431,-0.0656206,0.17309159,1.7148011,-1.3509429,-0.9476831,-0.9953411,1.7124491,1.0611448
ACH-001532,0.2700828,-0.13143092,1.4782131,0.95319986,1.4159743,0.5020741,0.15983042,-0.41038,0.9035163,1.7348726
ACH-000183,0.57688385,-0.24485739,1.6494657,2.9261963,1.8787227,1.1605147,1.250029,-0.03332326,1.2077856,-1.8849462
ACH-000460,0.022676967,1.8508595,0.511065,1.7804037,1.9411964,0.9182048,-0.63128674,-0.5974473,0.4293023,-0.5370205
ACH-000001,0.3757759,-0.42435658,0.81885964,-1.3367194,-0.334308,0.45209783,-1.7053025,-0.2898251,-0.796141,0.67924184
ACH-000934,1.4022963,-0.903774,0.0162822,-0.46101388,2.0018904,1.352318,-0.4376021,-0.87418395,-0.22344267,-1.4304713
ACH-000111,0.9064695,-0.6336502,1.0356483,0.20768604,1.1287317,-0.8389323,-0.9767215,-0.44197956,-1.2598658,-0.48610473
ACH-001577,-0.3265944,-0.70210385,0.43998283,0.39937276,-0.6360376,0.022613406,2.2130785,-0.8298621,0.7594186,-0.31743914
ACH-000595,0.42059702,-0.5211108,-0.6737357,0.2150681,-0.804083,-0.37235397,1.643301,0.7647135,1.9401914,3.1359358
ACH-001430,1.9175484,-0.8740267,-0.2991392,-0.1691275,-0.9008234,2.082714,-0.90298027,-0.74349153,-0.88458645,0.66218996
ACH-002019,0.14180857,1.0485318,-0.9375937,-0.20058534,1.979506,-0.7782049,1.8693867,0.14345217,-1.2381432,-1.2178634
ACH-001283,1.1294646,-0.6899713,0.92386967,-0.065990865,0.6745108,0.958389,-0.9131385,-1.6040425,0.7594514,0.37103754
ACH-000756,-0.13847859,-0.62261903,-0.048617773,-0.9938829,0.9222137,-1.4665892,-0.78313833,-0.38451517,1.9218805,-0.57105744
ACH-001029,0.18019977,0.24550977,1.9970952,-2.0623133,0.2942934,-0.72480166,0.6115058,-1.64511,1.6535435,-0.43114588
ACH-000019,0.28780538,-1.2345344,1.152858,0.2918557,0.73716104,1.0054698,0.5633085,-0.5991002,-2.9157133,0.32338458
ACH-001538,-0.8895276,1.1180673,-0.01596117,-1.3426566,-0.7136709,0.63703114,0.26637572,-0.86332214,1.3740273,0.08159399
ACH-000947,-0.35802937,-0.81315786,2.6330829,-0.7204968,1.2954245,-0.54403704,0.72579014,-0.5090631,-0.6932672,2.1644595
ACH-001655,-0.77502763,-0.12139553,-0.37142694,-1.4371169,-2.103132,0.34949332,-0.06394449,-0.74292994,0.89717066,-1.3245823
ACH-000103,-0.50357634,-0.33756533,-0.14838871,-0.4685925,0.30851477,0.5466598,0.14671555,0.7455788,-0.41540778,-1.482939
ACH-000489,0.6312798,1.8324426,0.15462488,1.5183437,1.9200366,-1.0552113,-1.1654658,-1.7413583,-1.0319614,-0.42855072
ACH-000339,0.5604261,0.7047755,0.05447238,1.8470066,-2.1166039,-0.14291662,2.0263152,2.0928657,-1.149035,-0.73937607
ACH-000431,3.1783977,-0.7317299,0.44643083,-1.0536268,-1.5140779,-1.5181876,1.2969552,-1.4487114,-0.26160118,-0.90821314
ACH-001609,0.5935433,-0.179104,-0.028371096,-0.7294024,-0.67641854,-1.8893386,2.472743,-0.26163507,1.8962791,0.17646274
ACH-000652,-2.0997176,1.2754536,-0.21846968,1.2236319,0.074340865,0.8000287,0.07564831,0.9079599,-0.04047072,1.7433994
ACH-001184,-1.7981634,-0.8144086,0.3997272,1.3687106,0.5664879,0.9978707,-0.36683744,-0.1757547,-0.77230275,1.1586373
ACH-000290,1.7329476,-1.1568123,0.99736917,0.83497655,0.7265701,0.06773043,0.965166,-0.22216652,-0.58186114,-1.5810056
ACH-001460,-1.0204669,0.88059473,0.65134203,0.48035026,0.57294416,-0.24415876,-1.7727938,0.14322942,-1.4682834,0.60395014
ACH-000970,0.34973913,0.2646053,-0.22373307,1.0986687,-0.46702263,0.2277252,0.115601204,-0.80180633,-0.6412899,0.741935
ACH-002234,-0.6584676,-0.24350914,-0.061467223,-1.5572811,0.44352633,-0.36528763,0.6869146,-1.3829324,-0.47796443,-0.9534405
ACH-000434,1.107224,-0.3127795,-1.2744552,-0.06330012,0.96396965,-1.2909037,0.6431843,-0.7448331,-1.0108963,0.6359197
ACH-000662,-1.6799597,0.2791756,0.5175902,-0.017197851,0.57943153,0.8440031,-0.6240188,0.638132,-1.1186049,-0.19346242
ACH-000331,0.27144754,1.1365238,-0.45796898,-0.05470574,0.14760512,-1.1213537,-1.2826545,0.103977434,1.8319398,-1.190089
ACH-000041,0.47288126,-1.2713836,-0.67115134,0.3315957,0.13538572,-0.8306053,-3.0724647,-0.9829516,-0.069951594,0.07028875
ACH-000928,-0.3907625,-1.1289912,0.5326863,-0.4640675,0.21511957,2.5260227,1.4664098,-0.64316356,-1.7201825,2.7834141
ACH-000132,1.1218348,1.1941056,-0.5815423,-0.21754283,0.9685264,0.07730284,0.39051005,0.2854344,-0.5374884,0.22467266
ACH-000757,-1.3754735,-0.70432246,-0.042670093,-1.5380981,0.14376608,0.7922367,0.82669586,-1.0871658,-2.0217197,-0.427282
ACH-001443,1.3560482,0.5049773,-0.9143892,-0.41693193,0.8142,-0.8302609,1.2420257,-0.0929233,2.0084188,-0.16496265
ACH-000362,-1.152354,-0.22202957,1.4905181,2.5698962,0.43711638,1.027714,0.37236553,1.38074,0.5962716,1.7786019
ACH-001520,-1.2215488,-0.9396908,1.2436355,2.3754833,-0.6748345,-0.7557675,-0.56756216,0.4635251,1.4587781,-0.05727455
ACH-002109,0.3605477,-0.7127804,0.11380985,-1.669271,-1.7320912,-1.1242962,0.39131323,-1.1291517,1.7849354,0.66770697
ACH-001850,-0.48610747,1.5645036,0.24995293,1.4166006,-0.2666257,1.1004326,-0.7565563,1.0549673,-0.74864715,0.68864524
ACH-000282,-0.12706204,2.0111284,-1.0719978,1.6848623,-0.45053452,1.4557612,-0.18035558,1.9728003,0.60778445,0.7494227
ACH-001289,1.2837652,-1.5247698,0.114693545,-0.040783226,-0.33391953,-1.0818813,-0.6822298,-0.8317836,-0.8815733,2.157929
ACH-000682,-0.1804358,1.5683926,1.0604023,-0.8823011,-0.00085037947,0.97512597,0.21368587,-1.038284,0.92348105,0.6038937
ACH-000688,-0.31667644,-1.0155951,-1.3378475,-0.92771155,0.1421015,-0.4873228,1.6575761,1.6117381,-0.8309067,-1.12078
ACH-000211,-0.66800916,0.96523154,-0.028714597,-0.80930334,0.114139795,-0.45032603,0.75800127,-1.2926068,1.7448051,-0.056068707
ACH-001041,-0.73377156,0.33523196,1.4910198,-0.31298104,0.48222828,2.0291326,-1.5121515,0.22991997,0.24723768,0.0754447
ACH-000025,-0.7693729,0.27294278,1.0908166,-0.2889313,-1.3195899,1.3454256,-1.1626729,1.6587636,-0.095297575,1.5334349
ACH-000858,-0.63210964,0.52933395,1.361196,-1.4346788,1.1306162,-0.24346125,1.7016783,-0.38829505,0.22874117,-1.2306446
ACH-000773,0.534468,-0.57247937,-0.21212628,2.3785,0.31443584,-0.50557077,1.1985316,0.4674666,0.058425397,-0.7594795
ACH-000018,0.027672172,-0.12141305,-0.17410375,-0.7382749,-0.5082872,-0.20756412,-2.7247128,1.0362791,0.23833519,-0.17587873
ACH-000938,-0.87707955,-0.562018,1.8429569,2.28102,2.8919632,-0.7705652,0.06828281,-1.5080707,1.3679055,0.12617344
ACH-000996,1.4530367,-0.65470004,-0.26567844,0.08213985,-0.5922966,-1.1283447,1.103037,-0.6159697,-0.95399654,0.8410873
ACH-000226,1.1960542,-0.5468177,0.8010463,2.140458,0.37460464,-0.9541262,0.066419065,-0.97404253,-0.40347558,0.8440503
ACH-000356,0.19697288,-0.34303272,-0.019499388,0.63197833,0.35886306,0.64516455,-1.4000307,-1.5830128,-0.10083264,-0.6510974
ACH-000486,-1.0024754,1.7354941,0.6152805,0.32622385,-0.37128717,1.6589518,-1.4611201,-0.13863993,-0.53012794,1.4373562
ACH-002014,0.45704514,-0.99297667,-0.68859756,-0.157439,-0.86556935,1.0204118,-0.96478677,-1.0938156,-1.1185557,-0.19683987
ACH-002461,-0.018815344,0.39737365,0.014679015,2.1714091,-1.4410584,-0.7037361,0.1278592,2.346474,0.7557221,-0.26683784
ACH-000525,1.7177334,-0.55950993,0.5704327,1.5368671,-0.13802728,-0.891033,-1.1028023,-0.45829016,0.54571724,-0.40412563
ACH-000099,0.09006099,-0.35099214,1.5893067,0.12271279,0.6675825,-0.27043578,-0.50321627,-0.8404766,0.34972575,2.3098042
ACH-001400,-0.9460673,-1.2781847,0.08227951,-1.4155048,0.48626438,0.72741884,-1.7725656,0.038607642,-1.2562641,-0.67901325
ACH-000565,-1.918328,0.43900448,-0.06073766,1.2465861,0.15253629,-0.1063942,-0.7211613,-0.6439436,-0.90124905,0.026631325
ACH-001515,1.065292,0.44273314,-0.38821393,-0.52069646,-0.978416,-1.2220942,0.314718,-2.76155,-0.007822752,0.27643412
ACH-000123,0.802264,0.12968145,2.0431757,-0.24315122,1.3955165,0.5430819,0.6558761,0.39989707,-0.1293627,0.94478965
ACH-001033,-0.8440281,-1.0508955,-0.34410068,-0.16296375,-0.010019727,0.95916605,0.65833914,0.8143246,-0.87851673,0.4867355
ACH-000697,-0.95508605,-0.08730593,0.9327936,1.9961956,0.66459745,1.4061443,1.0330651,-1.1691262,-0.5225388,0.36171323
ACH-001611,0.18197924,0.5969014,-0.3567525,-0.74752307,-1.4682555,0.05735746,-1.3664709,0.5800166,0.46608073,-0.058263123
ACH-000313,-0.61314565,1.0029998,-1.4504749,-0.23249304,2.0276818,-0.44602433,-1.0057902,1.245359,0.08042538,-1.4423246
ACH-000244,-1.1617155,-0.45068547,-1.414454,-1.3779712,1.6043522,0.36862332,-0.5416591,0.16734278,1.233275,0.027455747
ACH-000398,-1.9732304,-0.5683462,0.8879093,1.7048779,0.32828212,-1.0353811,1.8969642,0.5168552,-1.0467708,-1.2487829
ACH-000490,0.4167661,2.1023865,0.7368741,-0.9606715,0.06674412,-0.42096812,1.1186404,-0.3923897,1.0529364,-1.5399088
ACH-002531,-0.3003573,0.009680122,-0.90136194,-0.65059304,0.51768285,-0.5500277,1.4139472,0.03707248,-1.7184117,0.7391431
ACH-000917,0.16318572,1.2428358,1.1759249,0.5807425,-0.07159346,0.22775725,-0.7024291,0.09830886,-0.53145814,-0.6605227
ACH-002664,0.22280723,1.1805484,0.86515105,-0.78894454,2.0564303,0.90854937,-0.21498594,0.06386173,-0.3592614,-0.15650037
ACH-000145,0.9640168,0.22245473,-1.3571435,-0.30824777,-0.18127373,-0.31467122,1.2069906,1.3484038,1.3827136,-1.081116
ACH-002083,-0.2510355,-0.5947907,1.1623632,-0.23334731,3.059301,0.4999572,-0.8757371,-0.4010833,1.849408,2.6241403
ACH-000577,-0.39744714,-0.2129755,-1.3176414,-0.17566574,-0.20688576,-0.2057128,0.87676054,-0.1281541,-0.56389797,-1.4404023
ACH-000514,1.2781477,-1.4603646,-0.004709216,-0.14756683,-0.16542853,-0.39265525,-1.362382,0.29279745,-1.0331364,-1.7603831
ACH-000606,0.47071442,0.6716225,1.1828278,-1.3449061,-0.71014553,-0.8891078,1.1280998,-0.8283092,0.9141016,0.3301473
ACH-001993,-0.3170384,-1.7982111,0.080130585,2.179711,0.27821565,1.8173106,-0.72532237,-0.4109084,-0.18869318,-1.2709936
ACH-002067,0.3651562,-0.8902088,0.12642255,-0.27955824,0.9970273,1.008698,-0.30863187,-1.1410849,-0.10204423,-0.16046926
ACH-002029,0.24856764,1.9132029,2.0351694,-0.785307,-0.07946424,1.8196714,0.42469737,-1.8439722,0.32442713,0.4859408
ACH-001053,-0.6094498,-0.28860188,-0.1495173,0.5488957,-0.36224073,0.72549474,-0.43568057,-0.13891387,0.44668156,-0.67200786
ACH-001065,-1.4501456,0.06608583,1.5712379,0.38367426,0.21216278,-0.6466611,-0.37847787,0.79429084,-0.29527953,-0.49915603
ACH-000511,-1.3445491,0.83028793,-1.1134697,-0.25480455,-0.05951508,-1.557386,0.8761859,1.4498898,0.8741002,-1.2985609
ACH-000936,-0.12624082,0.11513748,0.57356083,0.0083325505,-0.26552823,-0.4467662,-0.07690148,0.2657184,-1.6994631,-0.21807288
ACH-000466,-0.7498631,0.11770048,-0.03766878,-0.5374032,0.27624494,2.5307639,0.5733117,-0.12870573,0.051509976,-0.6555103
