0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
CHP1,-0.028648203,0.009208059,0.01423656,-0.017610092,-0.033237945,0.0081048915,-0.03897969,0.020852847,0.015961703,0.049371574,0.0034770041,-0.042686395,0.030590475,0.009684916,-0.020872118,0.012385253,0.0074822577,-0.058847357,0.021762926,0.027991805,-0.07453639,-0.003015035,-0.025721874,0.0372134,-0.118954696,-0.098026246,-0.13861129,-0.030114586,-0.045383595,0.009496781,0.01470535,0.10783986,0.03394451,0.08201341,-0.07575621,0.055479515,-0.05823914,0.015790708,0.077873416,-0.088460825,0.06587169,-0.015638087,-0.0462617,-0.018480632,-0.11013668,-0.026441349,0.013892623,-0.0059382287,-0.047281783,0.00489824,-0.02132747,-0.019380646,-0.031315308,-0.040193804,0.033054534,0.021144545
CHRAC1,0.01769883,-0.027623635,0.0938748,0.092821136,0.045162905,-0.020695394,0.08685761,-0.00015030548,-0.08055134,-0.0127235465,-0.085798636,0.081124485,-0.027289923,0.0042130616,0.14294381,-0.021097591,-0.0028536564,-0.01361458,0.02483775,-0.11116033,-0.026075097,-0.056884,-0.008263968,0.007927355,0.051091556,-0.017243171,-0.0015058857,0.018714283,0.028703177,-0.02996595,0.00850181,-0.0017053755,-0.008032505,-0.043062255,-0.060242333,0.009313278,0.0357056,-0.032899342,0.034744307,0.118320875,-0.08152819,0.018997855,-0.008533631,-0.016025502,0.08147776,0.059912004,-0.08016545,0.08053077,-0.0375507,-0.019465005,-0.025305953,-0.050733194,0.03840851,0.009007969,0.07766844,-0.02140488
CHTF18,-0.10872878,-0.03676109,-0.07227733,0.0071701757,-0.02910169,-0.03340323,0.069187455,-0.050200943,-0.012617954,0.016266419,0.035247717,0.051769122,-0.039387386,-0.018267414,0.064669065,-0.02747713,-0.028334407,0.034786377,0.018167935,-0.11511489,-0.06747037,-0.02415823,0.0015666616,-0.055528846,-0.11685351,0.016232751,-0.0265311,-0.018994693,-0.093683936,0.019039892,-0.010197725,0.05287907,0.03607706,0.04504134,-0.05071728,0.028323261,-0.014615482,-0.008138356,-0.050577793,-0.013499168,-0.021472106,-0.048143417,-0.007511893,0.035663236,0.01492271,0.0055608656,-0.0044585355,-0.060116988,-0.090853676,0.0071029956,-0.08240956,-0.010539692,-0.026673483,-0.08273325,-0.017103842,0.015902651
CHTF8,-0.11163895,-0.017721161,-0.06655671,-0.05360053,-0.06662054,-0.03599397,0.031240307,-0.04405258,0.0047597005,0.037951358,-0.01832073,-0.09616022,-0.012296911,-0.067311734,-0.05233817,0.023033788,-0.01468997,0.045022026,-0.059965007,0.03207187,-0.048283204,0.046045333,0.034052726,-0.049764324,-0.07358718,-0.022196094,-0.07144389,0.013494966,-0.028025111,0.026668154,-0.10674388,-0.115073375,-0.02574888,0.000104968,-0.015859917,0.032440964,-0.008698651,-0.07759041,-0.07074367,-0.032174658,-0.05192478,-0.020546498,0.0152678,0.016673729,-0.041149545,-0.04698678,0.0060752044,0.014763882,-0.01046842,0.0051001715,-0.058453098,0.054603532,-0.039693616,-0.08838648,-0.07732982,0.03007527
CHUK,-0.0360756,-0.060483236,0.0042794226,-0.025404934,0.10165483,-0.07770136,0.005697557,-0.0007299241,0.017103996,0.03999478,0.042659134,-0.005815341,-0.0107876165,0.03653705,0.050702576,0.040702626,0.041189495,0.04470319,0.020266969,0.16623096,0.07315543,-0.03468452,0.065092094,0.057976905,0.02125061,0.04454915,0.05954356,0.13229358,-0.035622943,-0.069858365,0.0015963698,-0.032346282,-0.047058202,0.028905783,0.016265199,-0.04125409,0.027947374,0.03908074,0.04127174,0.005767693,0.017394572,-0.0027156263,0.067028396,-0.029710589,-0.034879435,0.009734214,-0.011584765,-0.06468335,-0.004527258,0.008566681,0.045780744,0.010469829,0.03196878,-0.016260799,0.0011134108,0.039434776
CIAO1,-0.0041642506,-0.015205432,-0.021475544,-0.06998678,0.0011528654,-0.017826911,0.020440044,-0.11282289,-0.03814283,-0.0413164,0.029312512,-0.03252204,-0.026313117,-0.052447535,0.040435974,-0.08433487,0.009455998,0.028358977,0.0016301819,-0.06273625,-0.016795423,0.013308158,-0.012246319,-0.018538116,-0.030961376,-0.04271293,-0.010711005,0.073872104,-0.004210575,-0.07740654,-0.0034962506,-0.037594877,-0.079381764,0.0061292006,0.09124332,0.057631105,0.07905164,-0.012292676,0.038423292,-0.06514553,-0.033173583,-0.020999629,0.002281805,0.005641958,-0.10954263,0.013580919,-0.0196298,-0.013570221,-0.07625329,-0.039179485,-0.08188735,0.010305524,-0.10511576,-0.10081477,0.010347132,-0.06416867
CIAO2B,0.0935267,-0.04593347,-0.039673746,0.010547632,0.062383406,-0.010524339,-0.039016254,-0.03271287,-0.0067113764,-0.10216378,0.026263412,0.014272952,0.020450018,-0.04063864,0.063305445,-0.0060880412,-0.06806203,-0.027716046,0.017407978,0.0013876115,-0.011163463,-0.08959487,-0.02828081,0.07173069,0.0044165635,0.020811139,0.052487545,0.061041012,0.06627558,-0.08149899,0.08531322,0.07454064,0.053487685,-0.05133687,0.1371262,-0.0070297043,-0.016222226,-0.033989035,0.08435509,0.10109108,-0.030416712,0.026822546,0.014993562,0.004976878,0.081263065,-0.034357343,-0.026502088,0.060295902,-0.058286685,-0.003165602,-0.07052414,-0.068221785,0.038967837,0.016726872,-0.040021304,-0.08587772
CIAO3,-0.052782875,-0.028244972,0.07336772,0.031151405,-0.0874698,-0.026093883,0.003260945,-0.02269758,-0.031045122,0.06041268,-0.05103457,-0.013259692,0.056249883,-0.09076055,-0.07022636,0.013356077,-0.03971186,-0.024051234,0.054309323,-0.03069176,0.077856936,-0.048942495,0.009367968,-0.0851336,0.019005165,-0.061763175,-0.059136804,-0.02321185,0.100658715,0.014824259,-0.008156784,0.0055998033,-0.046217266,-0.08534617,-0.057701796,-0.035188805,-0.01571981,-0.012886742,-0.00071175327,0.00044212016,-0.024819272,-0.009366223,0.044721708,-0.033714976,-0.021669386,-0.011769066,-0.026918843,-0.021111667,-0.003909488,0.023116054,-0.079618625,0.022964817,-0.13649233,-0.023527896,-0.058510687,-0.013407573
CIAPIN1,-0.11885178,-0.024594285,-0.06479873,0.034869235,-0.00755767,-0.056892466,-0.024194807,0.0051097767,-0.034184318,0.012555593,0.024722831,-0.0037052694,0.061809324,0.014583113,-0.07736049,0.09524344,0.06864711,-0.018281294,-0.048292242,0.06513373,0.0058089783,0.0030782383,0.015777752,-0.064640075,0.06229441,0.06348089,-0.05453646,0.042107243,-0.028406147,0.061642103,-0.067570835,0.0013146336,-0.028549243,0.00778263,0.02116966,0.059363727,-0.016469954,0.0075873844,0.0153653575,-0.0055132597,-0.054344542,-0.0040121656,-0.024582366,-0.04220758,0.015717171,-0.021063829,0.10125819,0.008767159,-0.0314739,0.07403733,-0.09205791,-0.018134754,-0.031847462,0.0412455,-0.017912336,-0.07129632
CINP,-0.0055530746,-0.095476985,-0.020841094,-0.009354741,-0.022372307,-0.07711775,-0.038460344,-0.0659912,-0.056700416,-0.032214243,-0.025043206,0.028716562,-0.09099068,-0.018010207,0.069541685,-0.042490847,-0.0060737072,0.014480515,-0.038072415,-0.122776136,0.04688488,0.0057509257,-0.0049270797,0.050324507,-0.025509119,0.028134344,0.016864764,-0.07202244,0.02239436,-0.06410367,0.002735562,0.03700616,-0.050237935,-0.08141846,0.10609275,-0.07244947,0.046311494,-0.011204921,0.058616232,0.034455292,0.0035703096,0.08488932,0.048231494,-0.14954582,0.05429533,-0.025167616,0.0069344286,0.00288602,-0.08996657,-0.08420908,-0.014180365,-0.06735988,-0.0706534,0.056495614,-0.011315032,-0.012143122
CIP2A,0.038680106,0.025238797,-0.079824775,0.044889938,-0.02899015,-0.10513464,-0.015519982,-0.031018957,0.040993683,0.0012189932,-0.03516873,0.08059203,-0.07724628,-0.023304014,-0.0050823377,-0.06355693,-0.059654057,0.06818354,0.053793233,-0.009447509,0.05082967,0.030588103,0.0041074497,-0.06056292,-0.048331052,-0.04404554,-0.069718584,-0.044876084,0.027773,0.037283607,0.064740255,-0.041475337,-0.059309937,0.021987513,0.0007824572,-0.002009038,0.028284986,-0.008884149,-0.0003800328,0.008632123,-0.15832773,-0.01993396,-0.05667413,-0.1235657,-0.03387029,-0.02637506,-0.010811409,-0.034560796,-0.022947753,-0.08496011,0.00038496303,-0.0010158116,0.02121328,-0.0969439,0.024801817,0.13770857
CIR1,-0.13486202,0.041658387,0.006475662,0.037772585,-0.0388048,-0.054308504,0.028879102,-0.025491234,-0.028288044,-0.038878925,-0.008082405,-0.05247545,-0.10014286,0.015491132,-0.10344672,0.0017917769,0.002825794,0.0026990331,-0.058599785,-0.029194659,-0.03561294,-0.044886168,-0.004581346,0.006359011,-0.042848784,-0.080815926,-0.047125354,-0.037090685,0.070499666,0.002809903,-0.066140525,0.014910428,-0.047013175,-0.052170757,-0.07842299,0.006104349,-0.03274876,-0.0299065,-0.016440755,-0.058606796,0.02840715,0.04809428,0.0163009,-0.05162211,-0.0589672,-0.06419441,-0.046986014,-0.101496726,-0.045029584,-0.09140684,-0.0016897866,0.024623416,-0.01065907,-0.020362128,-0.020483473,0.010806785
CIT,-0.03536675,-0.09692334,0.030866617,0.06849353,0.015306151,-0.021773484,-0.02256636,0.07416269,-0.008991904,0.041252006,-0.0073398803,-0.046174753,-0.0584957,0.011890502,0.0031449096,0.030515019,-0.032350767,0.004175199,-0.03229796,-0.07921758,0.018918073,0.029279115,0.025805153,-0.07694019,0.017101098,-0.011918065,-0.031345513,-0.02232132,-0.031632155,-0.01824766,0.08656164,-0.030004045,-0.020186497,0.06707211,0.018717825,0.06384622,0.015494234,0.005147943,0.02231057,-0.07437171,-0.025119442,0.0019463336,0.10361096,-0.0023072574,0.055217482,0.0044112513,-0.12189497,-0.029540794,0.029872332,0.07862123,0.03353578,0.025682537,0.021618843,-0.05881676,-0.07092652,0.016133474
CKAP2L,0.05922665,-0.085843034,-0.05897125,0.023653993,-0.04142506,-0.01038002,-0.002373009,-0.0209467,-0.016991066,-0.017815294,-0.0022631083,-0.061845046,0.030119797,-0.020264521,-0.06906199,-0.027596282,0.0051134136,-0.009282019,0.050241057,-0.010347294,0.07304531,-0.008605098,-0.018163132,-0.019168844,-0.036359664,0.054049116,-0.072294265,-0.07013494,-0.0534823,0.08237101,0.008366894,-0.0036417204,-0.056595154,-0.072292,-0.035188206,-0.008668215,0.05173537,-0.0029224711,-0.022709563,0.0520614,0.003663771,-0.0334221,0.01920303,0.030555032,-0.029208502,-0.039249167,-0.014347798,0.01566052,-0.07297905,-0.021892743,0.052115444,-0.022342933,-0.01485917,0.011957852,0.06397281,-0.0603398
CKAP5,-0.051485322,0.03661787,-0.06595415,-0.14520165,-0.046911355,-0.023769733,0.027755652,0.012810958,0.047647495,0.06381483,-0.057806194,0.032341536,-0.0031393706,0.07761751,-0.03206384,0.06978496,0.06778762,0.05081379,-0.026196769,0.08765,-0.048568655,-0.006854738,0.01221194,0.014610566,-0.021529067,-0.13109918,-0.052498717,-0.039388,0.05090565,-0.08620785,-0.07422727,0.008074907,0.01179613,-0.026395911,-0.08411182,-0.09009489,0.047009487,0.12129123,-0.010723128,-0.029622184,-0.11053568,0.01568201,0.01111543,0.005481015,0.012334249,0.0022726147,-0.072656594,-0.004351474,-0.02717718,0.027045682,-0.0099586295,0.0083990935,-0.07371605,0.08340177,-0.063053906,0.009768632
CLASRP,0.05614965,-0.092217855,0.027045917,0.013642054,0.052812263,0.052026022,-0.029508164,-0.056355823,-0.06643847,-0.010782761,0.056223657,-0.07125211,-0.064805396,-0.09882714,0.012100173,0.0005536932,0.02048562,0.008002377,-0.029858671,-0.0045243325,0.019615805,-0.046372518,0.012401795,-0.009249017,-0.022369979,0.041006356,-0.059548102,0.016255857,-0.024000613,-0.011875712,-0.05994344,0.045398846,0.0016728423,-0.07678097,0.037292026,0.020944504,-0.009850013,0.045531645,0.011253294,-0.03366815,-0.0131334355,-0.053388312,-0.052464265,0.018489936,0.0049068737,-0.0878022,0.023797194,-0.053729054,-0.02988835,-0.034374505,0.06075527,0.059535928,-0.019854888,-0.042072147,-0.038627498,0.0027475047
CLNS1A,-0.040147934,0.008947696,0.014798647,-0.05825873,0.039256547,0.052331377,0.071883686,-0.05884271,-0.12907968,0.0007272153,-0.0076492983,0.053140216,-0.0046008937,-0.06959444,-0.00048680912,0.016754474,0.0066275,0.033516474,-0.048237402,0.023633659,0.06285865,0.02048221,-0.01318678,0.13092373,-0.06543651,-0.010860839,0.04642916,-0.021091275,0.013996179,0.018729817,-0.054390766,0.06365973,0.002317262,0.013106245,0.0014013445,0.027175302,0.03866502,0.039327785,0.006501716,-0.00080886146,-0.00015932883,0.029819844,-0.0065102126,-0.04813598,0.03028089,-0.0049316413,-0.05350079,0.05022007,-0.010731576,-0.058300063,-0.048083033,-0.012591255,-0.000743883,0.02178531,-0.005217085,-0.04903279
CLPB,-0.038584903,0.08125369,0.042734306,0.005474993,-0.04256583,0.020586893,0.0056339996,0.033194873,0.054382145,0.02930369,0.06895954,-0.09851879,0.0064968383,0.011015351,-0.030807575,0.07186756,0.0018939724,0.06610857,0.08912543,0.051797044,0.07103589,-0.004718421,0.028917179,0.021431416,0.03143683,-0.0023272212,-0.03213559,0.025811454,0.037888907,-0.027359886,0.039325744,-0.105544016,-0.044219803,0.12703922,0.01959995,0.07373142,-0.057009567,0.009115375,0.026859403,-0.013123346,0.0012344443,0.026691057,-0.060371254,-0.0025182962,0.030595642,-0.09352507,-0.0097367745,-0.06466883,-0.013971909,-0.014923328,-0.013580302,0.042948883,0.078524955,0.008516852,-0.031376533,-0.0444656
CLPP,0.05858241,-0.020698134,0.062414475,0.002124649,0.061315637,0.03744379,0.05906627,0.013690782,-0.08017554,-0.02596618,-0.022078216,-0.053342585,-0.040341508,0.038381264,0.009109152,-0.0042130444,-0.005375385,-0.04865855,0.05861164,-0.05489964,0.030429248,-0.0142001165,-0.033094324,0.0029841806,-0.043045323,0.05913987,-0.030605523,0.021710888,-0.021328496,0.031270783,-0.029703299,-0.027115636,-0.08290469,0.034298174,-0.0010213797,0.09222093,-0.028456764,-0.02298891,0.046903554,0.0123869125,-0.05924858,-0.01873743,-0.0022176409,0.021309061,-0.11827127,0.06551104,-0.026926553,0.003989458,0.02529387,-0.05650906,0.07197953,0.0055915853,-0.0017079315,-0.044996914,0.0057509094,-0.003585303
CLPX,-0.0014110273,-0.004054223,0.062293626,-0.0021698761,-0.016479282,0.02970668,0.0175051,0.046720218,-0.10118687,0.07075556,-0.008878947,-0.06343476,0.030269358,-0.05979507,-0.02815437,0.04736257,-0.08558514,-0.027949229,-0.0052939737,0.011633174,0.059622865,0.030658292,0.050819922,-0.042880606,-0.033376515,-0.018294837,-0.032721642,0.027144149,0.015416641,-0.052715342,0.024558749,0.027381413,0.014567677,-0.05174449,0.09747054,0.08983113,0.009434033,0.054583147,0.06717813,-0.021600962,-0.03259153,-0.008010128,-0.023634462,0.054325745,-0.0020912725,0.08520918,0.028667692,0.025031237,0.050172973,-0.06414841,0.06290429,-0.04307673,0.06557974,0.026998403,0.027399434,0.052297555
CLTC,-0.0052974033,0.012287103,-0.033889152,0.041585807,-0.023341378,0.019878948,0.028431283,0.047428504,-0.055314858,-0.05746164,0.024350071,0.06628728,-0.016199851,0.061964698,-0.0057916073,-0.030919425,-0.026046423,0.10676968,0.010170141,0.0012702176,0.09283785,0.05852034,0.020485299,-0.085471526,0.075356714,-0.10155729,0.07511241,0.057294205,0.0025548919,0.024295017,0.040858872,0.040419694,0.0140428245,0.07355494,0.07080015,-0.047369685,0.030076107,0.01069127,-0.0910046,0.0366441,0.018977681,0.013409509,-0.13019936,0.004117571,-0.027280327,0.03956994,-0.004004204,0.018178413,0.023876514,0.0060471613,0.054570243,0.020176627,-0.042908803,0.041299123,-0.0034163888,-0.0032109905
CLUH,-0.068861604,0.01924426,0.08897108,0.023048816,-0.007087761,0.024007797,0.027195698,0.05398431,0.015385907,0.04125455,-0.05470905,-0.09037821,-0.0824936,-0.014454438,0.043000504,-0.011730164,0.046539154,0.04085709,0.010045943,0.02938545,-0.06469495,0.020661635,-0.044091664,0.062117957,0.010808125,-0.004878314,-0.01686091,-0.007025636,0.02289533,0.088902675,0.01538415,-0.023876157,-0.090538844,-0.017020203,0.017175054,0.06050961,0.02811812,-0.040301763,0.06549425,0.025932744,0.053646643,-0.0035411802,0.035508025,0.026012223,-0.07411325,0.023572983,0.003213141,0.05597209,-0.015024584,0.017741505,0.022688255,0.10237064,-0.011883777,-0.07220063,0.04342874,-0.048247006
CMIP,-0.066477865,-0.027834961,0.032768875,-0.035379242,-0.0014727787,0.006678285,0.0007091892,0.043990046,-0.018166848,0.061233003,0.06475075,-0.051434208,0.061878603,0.07793273,-0.011763779,0.0048326757,0.036065504,0.030574666,-0.051468175,0.057794884,0.054287054,-0.03749571,0.0048317914,0.014188812,0.0439518,0.019728368,-0.0643932,-0.0011464295,0.07072555,-0.0415378,0.017118298,-0.020231616,-0.026489044,0.02429342,-0.04404023,0.020394567,-0.0139536755,-0.028238442,-0.03762431,-0.006924156,-0.046698388,-0.078132465,-0.026036562,-0.019849215,-0.01876057,0.07904801,0.011637693,0.048622947,0.03161816,-0.04686411,0.060683563,0.018817345,-0.070520595,0.048507847,-0.06809538,-0.096653275
CMPK1,0.03135954,-0.0052443915,-0.019047527,-0.040777206,-0.054255657,0.03604912,-0.101984255,-0.016586512,-0.02412109,-0.031046372,-0.021297252,-0.08090346,-0.03310814,-0.022610774,0.09223543,-0.11106787,-0.06718421,0.0035658588,0.0035991874,-0.028658133,0.01394996,0.017887939,-0.074509434,-0.017168388,0.00930733,-0.013102809,-0.059934027,0.010656023,-0.042965405,0.029533027,-0.0126749035,0.0405038,-0.044248194,0.026052084,0.009624868,0.046337895,0.06535394,-0.056638904,0.03635351,-0.07760797,-0.08358774,-0.028010609,-0.10113309,0.030606681,-0.027063109,-0.045810286,-0.032251313,0.016391946,0.0069496096,0.021235123,0.10532919,-0.079567805,-0.041475624,-0.059879392,0.034925114,-0.053903483
CMTR1,-0.010867849,0.030923396,-0.038434308,-0.0726221,-0.072931446,-0.021250058,0.029409776,-0.07456386,0.045185912,-0.080490835,-0.016083749,0.014428027,0.04488851,-0.069040395,-0.04485642,-0.02236517,0.0150562,0.013671879,-0.046554547,-0.041438486,0.02327298,-0.045543924,0.037537448,-0.01723838,0.05026319,-0.060082078,-0.0011366201,0.060457177,-0.155621,0.05881589,0.0068852627,-0.057132944,-0.01116914,0.026865868,-0.0012507264,0.060183685,-0.02013918,-0.07533208,-0.04971153,-0.015158648,-0.0064469553,0.007942166,-0.03121793,0.08985751,0.0072329296,-0.0039872928,-0.042725164,-0.0831807,0.025793262,-0.08470358,0.027403167,-0.014470125,-0.073126286,0.004504402,0.014664348,-0.124951646
CNEP1R1,0.044138666,0.022794457,0.09698668,0.039371267,-0.019351982,-0.03669719,-0.039779905,0.092646666,0.028226797,0.03949228,-0.038048293,-0.020225774,0.034425966,0.05240228,0.0157019,0.123636074,0.05424012,-0.01736114,0.039054703,0.028157054,-0.020716788,-0.018459016,-0.056998774,-0.05090982,0.085894324,0.034693126,-0.029659417,0.0067760134,0.041866068,0.013642873,0.060489044,-0.026644891,0.020268362,0.009937364,0.040179484,0.024146888,0.01918741,-0.023003777,-0.061893173,-0.059447967,0.033722397,-0.045470078,-0.039267078,0.06436444,0.008245295,-0.043551553,0.04506005,-0.014244682,0.07202836,0.057469625,0.026340498,-0.049221933,0.045521546,0.00036200057,0.04680238,0.001272603
CNIH1,-0.008066766,0.013134469,-0.031980738,0.0037413435,-0.038035646,-0.0040724366,-0.004539992,0.043273438,-0.028359497,-0.05979385,-0.042980578,0.026993891,0.030788217,-0.04982907,0.043701947,-0.062150683,-0.06497115,0.017779252,0.054697074,0.024369957,0.013861278,0.0045077447,0.005486291,0.07088073,0.012605196,0.03150804,0.06008295,0.020862432,0.058626585,-0.088943355,0.045102373,0.05163437,0.047003526,0.06625771,-0.020095311,0.021777626,0.035837952,0.025631294,0.0660787,0.04431054,0.05756764,-0.1038069,-0.07511704,-0.005161744,-0.087470815,0.13453113,-0.001048716,-0.01862722,-0.12089595,-0.004760583,-0.070934854,-0.022169286,-0.0049000387,0.026705006,-0.007948911,0.01659235
CNOT1,-0.04700626,0.063054286,0.047593385,-0.058479346,-0.004380343,0.021919923,0.0046862867,-0.006681718,0.044882648,-0.0395943,0.012358139,-0.03631659,-0.022213547,-0.043089475,0.0479833,0.010100479,0.06345964,0.0511168,0.04482871,0.021590484,0.1620248,-0.0026628985,-0.027324965,-0.09328401,0.023718206,-0.030816449,-0.026714025,-0.010011994,-0.04961923,0.008948574,0.07386959,0.03932695,0.019840261,-0.046789266,-0.006412571,0.048750855,0.049943198,0.028224226,0.045658685,-0.09142006,-0.015886985,0.009809864,-0.0027587162,0.08182199,-0.008828882,0.051508285,-0.08267268,0.06644241,-0.025857529,-0.019098692,0.042554904,-0.012445394,-0.010695919,0.082752585,-0.015093669,-0.019416364
CNOT10,-0.008640133,-0.04860845,0.020321332,-0.005894997,-0.006099979,0.0143857645,-0.008530908,-0.07318146,0.02644964,-0.006159392,0.012903067,0.021414053,-0.027095925,-0.025615435,0.014495647,0.01776375,0.016187916,-0.025173543,0.041778445,-0.05209166,0.13474129,-0.0398292,-0.02554451,-0.0345913,0.018128522,0.039202694,-0.03699536,0.048323434,0.06375249,-0.017483976,0.05167039,0.05376649,-0.04797577,0.05037751,0.09590311,-0.0006625774,-0.004077152,-0.034789473,0.036737107,0.036430575,0.05261437,-0.044095196,0.017128391,-0.0054892455,-0.021588223,0.060470875,0.015937855,0.055919677,-0.04216518,-0.0035179437,0.07029245,0.03635956,-0.03155433,-0.0543322,-0.0935932,0.0053239395
CNOT11,-0.06104953,-0.04346427,-0.022010664,0.003530868,-0.04802711,0.025527855,0.035399105,-0.037381507,0.00013230495,-0.09228428,0.054460242,0.016452678,-0.050999485,-0.105796576,0.0730992,0.008984612,0.053745065,0.023746632,-0.004683022,-0.038104285,0.10407472,-0.11299799,-0.017409317,-0.007313189,0.038315594,0.07433867,-0.03195585,0.034212973,-0.014890675,0.027199287,-0.01942309,-0.024671229,-0.03625748,0.017931782,0.034976397,0.00036350382,-0.010006835,0.06585369,0.010804809,-0.015191666,0.022583338,-0.025072662,-9.959497e-06,0.06693581,-0.053394124,-0.028144516,0.02658417,0.033951715,-0.102002986,-0.0034551942,0.053953025,0.009820692,-0.027851328,-0.07769487,0.010105894,-0.010890048
CNOT2,-0.0220008,0.07135147,0.002680742,0.05807879,-0.018267969,0.033946913,0.009125932,0.0054315696,-0.037074246,-0.083472624,-0.020023942,-0.007541067,0.002845248,-0.019476885,0.017221868,-0.026359672,-0.031709563,0.017324097,0.039957333,-0.02770435,0.016010951,0.026530577,0.034257933,-0.062904365,0.06544814,0.029641027,-0.09287604,0.059884444,0.007740619,-0.013147155,-0.036026962,0.013504634,0.09174539,0.0064785522,-0.042422842,0.05941903,-0.052765485,-0.02472943,-0.06581451,0.019853089,-0.06286366,0.0140339555,-0.029865546,0.058786687,-0.042041477,-0.043706935,-0.019833395,-0.040179916,-0.045755338,0.09203503,-0.0021570155,-0.040271744,-0.07261513,0.015006933,-0.06232362,-0.023352522
CNOT3,0.01873876,0.026016898,0.053684052,-0.065717235,-0.0055194353,0.08653975,0.06606284,-0.04362514,-0.011092109,-0.023977906,-0.027360348,-0.010273349,0.0039903256,0.009484668,-0.03242481,0.003727316,-0.024155539,0.043579973,0.013617728,-0.006549549,0.021890117,0.08382104,0.03328193,0.032075223,0.06419658,-0.001737752,-0.06961119,0.0047206935,0.012299391,-0.05267738,-0.029693903,0.02145039,-0.071224,-0.0066785878,0.030691598,0.037154056,0.017320514,0.036831565,0.00440367,-0.007312283,-0.036345452,0.041789327,0.004087622,0.03254993,-0.03416418,0.019555492,-0.006590535,-0.00526807,0.050808977,0.031732555,0.037105605,-0.04856847,-0.06453145,0.018311651,-0.0012272382,-0.062375143
CNOT4,-0.056877613,0.04679395,0.030792154,0.021767346,0.016184565,0.10614355,0.08770414,-0.019252032,0.099049404,-0.00525063,0.015595919,0.03874087,0.043074984,-0.000738588,0.027761845,-0.07143046,-0.0037257052,0.08685678,-0.006204731,-0.0007705386,0.02439218,0.042715132,0.04992612,-0.03212072,0.039176207,0.007735038,-0.061158754,0.06947569,0.09663358,0.014758675,-0.03703799,-0.006415762,-0.026071332,0.031191293,0.013331791,0.07589642,-0.014826584,0.03251582,-0.050948657,-0.023580303,0.06235248,0.028686486,-0.053086728,0.04596959,-0.012468767,0.00029403818,0.04054142,0.061708648,0.0026115119,-0.039307553,0.07176736,0.02757834,-0.028286342,0.034134243,0.023081565,0.080080606
CNOT7,-0.13220994,-0.05628963,-0.074226566,0.047937237,0.0024553398,-0.053242706,0.023019195,0.081373096,-0.07412631,-0.05000451,-0.050875418,0.024411699,0.012743886,-0.039107807,0.009500085,0.024410719,-0.07688496,-0.003573009,-0.027700173,-0.028176349,-0.08647964,0.013256864,0.00081251253,-0.047608476,-0.054944362,-0.03410019,0.0022835096,0.033921134,-0.021889929,-0.06809157,0.022207215,-0.07687092,0.03244468,0.015923368,0.0582987,-0.04658836,-0.020196004,0.07157586,0.0017760993,-0.05443124,0.036361217,0.0129518295,0.005663509,0.004788009,-0.017938688,-0.044825178,0.0006521791,-0.0074149594,-0.060077313,0.07496183,0.025806291,-0.042259693,7.4345403e-06,0.06328959,-0.013576398,0.007426211
CNPY2,0.013956324,0.05172526,0.06486901,-0.05924887,0.06284497,-0.0033018715,0.04932624,-0.045353305,-0.008950468,-0.047858648,0.059267882,-0.045755517,0.008848571,-0.047134306,0.0118608,-0.10511383,0.03031764,0.09717728,0.06563051,0.14353399,0.050268494,-0.045198727,-0.008998589,-0.011699903,0.008503852,0.04338239,-0.02484133,0.034339562,0.006591238,-0.027247237,0.03777186,-0.0656312,-0.010045933,0.053497393,0.015156666,0.0038877074,-0.007748333,-0.028838255,0.04706025,0.03189815,0.019221004,-0.034809597,-0.032271966,-0.034233112,0.0062105563,-0.05939391,-0.060464766,0.05602161,-0.047492202,0.0046389243,0.07568289,-0.033013,0.013229197,-0.025939183,0.016051501,-0.066194065
CNTNAP3B,-0.035618715,-0.053270422,-0.032954283,0.07992357,-0.019649606,-5.682073e-05,0.0013665399,0.047557842,0.04908736,0.06160204,0.012981048,0.026644869,0.010720253,0.016959278,0.048696496,0.04087037,-0.016304605,-0.032379553,0.048572373,0.002084402,-0.064860284,0.003059543,0.013829818,0.09017477,0.052857358,0.12229078,-0.022127194,0.046307884,-0.005450778,-0.024661535,0.03173078,0.057097457,-0.07032802,-0.02226084,-0.08558792,0.011960261,0.08851861,-0.009961995,-0.021891423,0.059896305,0.026974507,0.05987386,-0.024012044,0.0014507474,-0.00070912996,0.13528617,0.07474478,-0.016334057,0.021830844,0.0007624065,0.020175355,0.036401723,0.03444459,-0.006551564,-0.029913697,0.006092221
